imdb.id,languages,genres,rating,n.ratings,budget,openingUSA,grossUSA,grossWorld
tt1673496,Japanese,Short | Drama | Romance,4,5,NA,NA,NA,NA
tt1673499,English,Short | News,5.3,40,NA,NA,NA,NA
tt1673697,English | Aboriginal,Biography | Comedy | Drama | Music | Romance,7,13404,"$10,000,000 (estimated)","$38,372, 24 March 2013","$2,450,867","$20,423,628"
tt1673702,French | English,Animation | Adventure | Comedy | Crime | Family,6.9,10593,NA,"$34,554, 3 June 2012","$309,973","$2,080,634"
tt1674068,Hindi,Documentary | Biography | Family,6.8,31,NA,NA,NA,NA
tt1674773,German | English | French | Hebrew | Latin,Biography | Drama,7.1,10486,NA,"$31,270, 2 June 2013","$717,205","$8,880,936"
tt1674775,English | French,Drama | Thriller,5.4,1357,NA,"$3,294, 8 April 2012","$22,826","$22,826"
tt1674784,English,Crime | Drama | Thriller,5.3,41699,"$35,000,000 (estimated)","$16,816, 16 October 2011","$24,094","$10,117,966"
tt1675157,None,Animation | Short | Action | Fantasy | Sci-Fi,6.8,22,NA,NA,NA,NA
tt1675192,English,Drama | Horror | Thriller,7.4,91313,"$5,000,000 (estimated)","$52,041, 2 October 2011","$1,730,296","$3,741,098"
tt1676680,Hebrew,Drama,7,212,NA,NA,NA,NA
tt1677676,Korean,Drama,6.9,75,NA,NA,NA,NA
tt1678050,English,Documentary,7.9,414,NA,NA,NA,NA
tt1679321,English,Documentary | Biography | Drama | Sport,NA,NA,NA,NA,NA,NA
tt1680045,English | German | Arabic | French | Portuguese | Russian | Slovak,Drama | Thriller,6.2,15904,NA,"$12,186, 5 August 2012","$100,343","$4,396,975"
tt1680110,Italian,Comedy,6.1,2588,NA,NA,NA,"$22,862,029"
tt1680114,English,Biography | Crime | Drama | Horror,6.6,17170,"$2,000,000 (estimated)","$1,273, 4 March 2012","$8,452","$1,349,387"
tt1680133,Spanish,Comedy | Drama | Sci-Fi,5.8,3799,"$2,000,000 (estimated)",NA,NA,"$266,512"
tt1680305,English,Drama | War,5.3,692,"CAD5,000,000 (estimated)",NA,NA,NA
tt1680679,German | English,Drama,6.9,2776,"EUR1,000,000 (estimated)","$949, 2 September 2012","$4,630","$807,436"
tt1680711,English,Short | Drama | Family,6.8,6,NA,NA,NA,NA
tt1681371,English,Comedy | Drama | Romance,5.8,721,NA,NA,NA,NA
tt1682186,Thai,Crime | Drama | Thriller,6.2,1699,NA,"$456, 30 September 2012","$1,373","$115,511"
tt1682973,English,Short | Comedy | Music,NA,NA,NA,NA,NA,NA
tt1683017,English,Animation | Short | Drama,6.6,43,NA,NA,NA,NA
tt1683466,Spanish,Drama,6.8,491,NA,NA,NA,NA
tt1683921,French,Action | Crime | Thriller,6.6,4576,"EUR2,500,000 (estimated)","$2,106, 13 May 2012","$3,358","$624,913"
tt1684656,French,Short | Drama,6.9,15,NA,NA,NA,NA
tt1685536,Japanese,Drama,7,108,NA,NA,NA,NA
tt1686047,Filipino | Tagalog,Drama,6.8,31,NA,NA,NA,NA
tt1686067,Arabic,Comedy | Drama,7.3,3785,NA,NA,NA,"$5,605,676"
tt1686092,Filipino | Tagalog,Drama,6.9,8,NA,NA,NA,NA
tt1686306,English,Drama,6,154,NA,NA,NA,NA
tt1686328,Portuguese,Drama | Horror | Mystery,6.7,749,NA,NA,NA,NA
tt1687221,Portuguese,Short | Drama | Romance,8.3,6993,"BRL80,000 (estimated)",NA,NA,NA
tt1687247,English | Italian | Japanese | German | Spanish | Indonesian | Balinese | Portuguese | Ukrainian | Vietnamese | Catalan | Dutch | Bengali | Masai | Hindi | Arabic | Quechua | Russian,Documentary | Drama,7.6,14851,NA,"$45,202, 31 July 2011","$252,788","$607,169"
tt1687901,English | French,Horror | Thriller,6.5,63275,"GBP3,000,000 (estimated)","$95,933, 19 August 2012","$209,696","$6,879,667"
tt1688064,French,Comedy | Drama,5.2,620,"EUR4,500,000 (estimated)",NA,NA,"$132,506"
tt1690389,French,Comedy | Drama,6.4,1402,NA,"$5,343, 9 June 2013","$18,929","$1,166,740"
tt1690455,English,Comedy | Drama,5.9,5652,"$2,000,000 (estimated)","$13,551, 10 June 2012","$166,228","$337,150"
tt1692902,NA,Animation | Short | Adventure,7.4,68,NA,NA,NA,NA
tt1693755,NA,Short | Drama | Family,7.3,37,NA,NA,NA,NA
tt1693761,English,Short | Comedy,5.4,5,NA,NA,NA,NA
tt1693816,English,Animation | Short | Drama | Family,6.9,175,NA,NA,NA,NA
tt1693868,English,Short | Comedy | Drama | Romance,8.4,14,NA,NA,NA,NA
tt1693956,English,Documentary | Short | Adventure | Biography,7.8,34,NA,NA,NA,NA
tt1695123,English,Short | Drama,7.3,24,"$70,000 (estimated)",NA,NA,NA
tt1695388,English,Drama | Fantasy,7.1,217,NA,NA,NA,NA
tt1695405,English | Georgian | Spanish,Thriller,5.5,3865,NA,"$15,689, 28 October 2012","$129,579","$268,933"
tt1695807,English | French | German,Documentary,6.6,90,NA,NA,NA,NA
tt1695831,Icelandic,Drama,7.1,1339,NA,NA,NA,"$424,327"
tt1696181,Spanish,Comedy | Drama,6.6,408,NA,NA,NA,"$89,011"
tt1696557,German,Short | Comedy | Drama | Romance,7.9,19,NA,NA,NA,NA
tt1697878,English,Comedy | Horror,4.1,513,NA,NA,NA,NA
tt1698010,English,Documentary | Sport,8,6205,NA,NA,NA,"$3,034,200"
tt1699129,English,Short | Drama,6.7,38,NA,NA,NA,NA
tt1699185,French | Arabic,Drama | History | Romance | War,6.6,1274,NA,NA,"$53,810","$1,192,651"
tt1699233,Danish,Comedy | Drama | Romance,6.3,310,"DKK3,650,000 (estimated)",NA,NA,NA
tt1699518,German | French | English,Biography | Drama | History,6.6,5716,"EUR9,500,000 (estimated)","$26,097, 25 February 2018","$125,659","$4,870,373"
tt1699745,Tagalog | English,Drama | Thriller,6,716,NA,NA,NA,"$83,135"
tt1699758,Greek,Comedy | Crime | Drama,6.1,571,NA,NA,NA,"$41,012"
tt1700777,English,Short | Comedy | Horror | Musical,5.6,16,NA,NA,NA,NA
tt1700844,English,Drama | Romance,6.2,14797,NA,"$123,841, 25 March 2012","$1,126,525","$3,143,514"
tt1700845,English | French,Biography | Drama | History | Romance,6.1,9334,NA,"$31,948, 29 December 2013","$1,234,254","$3,986,888"
tt1701976,English | German | Spanish,Documentary,7.3,2174,NA,NA,NA,"$7,154"
tt1702014,Portuguese,Drama | Romance,7.9,22976,NA,"$26,334, 9 November 2014","$101,451","$1,207,841"
tt1702429,English | Spanish,Biography | Comedy | Drama | Romance,6.3,2573,"EUR2,472,000 (estimated)","$9,823, 7 February 2016","$34,282","$91,916"
tt1702437,Somali,Documentary | Animation,6,135,NA,NA,NA,"$2,113"
tt1702543,Zulu | English | Hindi,Drama,7,243,"$1,500,000 (estimated)",NA,NA,NA
tt1703148,English,Adventure | Drama | Thriller,6.7,36723,NA,"$19,032, 8 April 2012","$176,669","$1,680,778"
tt1703232,English,Documentary | Sport,6.6,852,NA,NA,NA,NA
tt1703831,English,Short | Comedy | Drama,NA,NA,NA,NA,NA,NA
tt1703957,English,Biography | Drama,6.6,17905,NA,"$98,274, 12 June 2016","$1,361,045","$7,435,006"
tt1704619,English | Korean,Documentary | Crime,7,6627,NA,"$91,201, 17 July 2011","$696,921","$731,925"
tt1705113,English | French,Biography | Drama | Horror,6.1,813,"$1,000,000 (estimated)",NA,NA,NA
tt1705969,English,Documentary | Biography,6.4,320,NA,NA,NA,NA
tt1706596,Danish,Biography | Drama,6.9,2735,NA,NA,NA,"$5,772,688"
tt1707244,Japanese | French,Documentary | Biography,7,78,NA,NA,NA,NA
tt1707372,English,Documentary,7.6,11,NA,NA,NA,NA
tt1707380,English,Drama,5.4,5861,"$12,000,000 (estimated)","$1,428, 6 December 2015","$9,233","$554,953"
tt1707392,English,Drama | Horror,5.3,9279,"$1,000,000 (estimated)","$12,555, 20 May 2012","$18,464","$638,274"
tt1708135,German,Biography | Drama | War,7,8357,NA,"$11,750, 2 July 2017","$161,531","$1,328,233"
tt1709180,English,Short | Drama,6.4,16,NA,NA,NA,NA
tt1709654,English,Crime | Drama,6.2,4160,"$5,000,000 (estimated)","$625, 29 April 2012",$625,$625
tt1710260,Hindi,Documentary | History | News,7.9,58,NA,NA,NA,NA
tt1710590,French | Arabic,Biography | Crime | Drama,6.7,1330,NA,NA,NA,"$4,439,826"
tt1711457,Spanish,Short | Drama,7.2,5,NA,NA,NA,NA
tt1711484,French,Biography,6.2,1570,NA,"$16,273, 13 November 2011","$74,474","$6,637,166"
tt1711530,English,Short | Drama,8,7,NA,NA,NA,NA
tt1712192,English | Armenian,Action | Crime | Drama | Thriller,6.4,13636,"$10,000,000 (estimated)",NA,NA,"$315,132"
tt1712519,NA,Short,6.8,8,NA,NA,NA,NA
tt1714163,Spanish,Short | Drama | Family | Romance,NA,NA,NA,NA,NA,NA
tt1714209,Bosnian | Serbian | Croatian | English,Drama | Romance | War,4.5,33378,"$13,000,000 (estimated)","$18,854, 25 December 2011","$303,877","$1,203,699"
tt1714210,English,Drama | Romance,7.6,28067,"GBP120,000 (estimated)","$27,245, 25 September 2011","$484,592","$1,192,003"
tt1714617,Portuguese,Adventure | Drama,5.3,119,NA,NA,NA,NA
tt1714668,French,Animation | Short,6.3,15,NA,NA,NA,NA
tt1714698,French,Documentary | Short,7.2,20,NA,NA,NA,NA
tt1714726,French,Short,NA,NA,NA,NA,NA,NA
tt1714741,English,Short | Drama | Romance,8.4,5,NA,NA,NA,NA
tt1714866,English | Hindi | Urdu,Drama,6.2,2981,NA,"$12,200, 28 April 2013","$190,022","$1,243,980"
tt1714915,English | French | Arabic | Turkish,Comedy | Drama | Fantasy | Horror | Romance,7.3,90892,"$7,000,000 (estimated)","$87,989, 13 April 2014","$1,879,534","$7,609,187"
tt1714917,English,Documentary | Music,7.2,5042,NA,"$44,725, 30 October 2016","$440,627","$950,040"
tt1715323,French,Documentary | Short,5.7,13,NA,NA,NA,NA
tt1715873,English,Comedy | Drama | Romance,6.1,23714,NA,"$22,707, 16 September 2012","$203,373","$285,984"
tt1717183,English,Documentary | Short | Biography,NA,NA,NA,NA,NA,NA
tt1718127,English,Short | Drama,6.4,38,NA,NA,NA,NA
tt1718747,Spanish | Romanian | French | English,Action | Adventure | Drama | Romance | Thriller,5.8,3195,NA,NA,NA,"$194,948"
tt1718765,English | Arabic,Comedy | Drama | Romance,6.2,198,NA,NA,NA,NA
tt1718775,German | English,Drama,6.3,314,NA,NA,NA,NA
tt1718776,German | Bosnian,Drama,6.8,506,NA,NA,NA,NA
tt1718777,German,Drama,6.4,360,NA,NA,NA,NA
tt1718807,English,Comedy | Musical | Romance,4.9,210,NA,NA,NA,NA
tt1718835,French | German | English | Flemish | Japanese,Comedy | Drama | Romance,5.9,2774,NA,"$1,142, 21 October 2012","$21,952","$8,226,544"
tt1718915,English,Comedy | Horror,4.6,1606,NA,NA,NA,NA
tt1718924,English,Drama,6.5,10662,NA,NA,NA,"$1,641,235"
tt1719030,English | Filipino | Spanish,Documentary | Crime | Mystery | Thriller,7.7,558,NA,NA,NA,$280
tt1719504,English,Short | Drama,7.9,13,"NZD38,300 (estimated)",NA,NA,NA
tt1719540,Slovak,Documentary | Drama | Family,6.9,106,NA,NA,NA,NA
tt1719544,Thai,Short | Drama,8.6,7,NA,NA,NA,NA
tt1719631,NA,Short | Drama | Mystery,7.4,43,NA,NA,NA,NA
tt1720073,English,Documentary,7.6,340,NA,NA,NA,NA
tt1720103,French,Short,NA,NA,NA,NA,NA,NA
tt1720114,Portuguese | Spanish,Biography | Drama | Sport,6.9,1309,NA,NA,NA,"$2,126,384"
tt1720134,Arabic,Short,5.2,13,NA,NA,NA,NA
tt1720213,None,Short | Drama,7.2,13,"AED130,000 (estimated)",NA,NA,NA
tt1720263,English,Drama | Romance,6.4,761,NA,NA,NA,NA
tt1720616,English,Comedy | Drama | Romance,6.1,41109,"$10,000,000 (estimated)","$2,019,083, 11 March 2012","$7,251,073","$13,041,254"
tt1720905,Japanese,Drama | Thriller,5.6,647,NA,NA,NA,NA
tt1722517,Zulu | English,Drama,5.7,46,NA,NA,NA,"$7,420"
tt1722606,French | English,Short | Drama | Romance,6.7,31,NA,NA,NA,NA
tt1723120,French | Lingala | Portuguese,Crime | Drama | Thriller,6.2,1116,NA,"$10,314, 12 June 2011","$61,759","$168,982"
tt1723126,English,Documentary | Music,7.5,1768,NA,"$2,671, 4 March 2012","$7,643","$7,643"
tt1723618,Norwegian,Short | Drama,6,12,"NOK1,190,000 (estimated)",NA,NA,NA
tt1723811,English,Drama,7.2,183401,"$6,500,000 (estimated)","$361,000, 4 December 2011","$3,909,002","$19,123,767"
tt1724962,Japanese | Korean,Action | Crime | Drama,6.8,5828,NA,"$1,938, 5 January 2014","$3,878","$17,027,515"
tt1725057,Portuguese,Drama,6.5,339,NA,NA,NA,"$41,464"
tt1726669,English,Crime | Drama | Thriller,6.7,72910,"$11,000,000 (estimated)","$37,900, 29 July 2012","$1,987,762","$4,633,668"
tt1726738,Chinese,Drama | History,6.2,2173,"$10,000,000 (estimated)","$15,243, 29 July 2012","$29,792","$29,093,560"
tt1726888,Spanish | Portuguese,Drama,7,2396,"$1,009,653 (estimated)","$8,137, 20 January 2013","$9,017","$1,212,354"
tt1727308,Mandarin,Short | Drama,5.5,165,NA,NA,NA,NA
tt1727361,Arabic,Short | Drama,6.4,13,NA,NA,NA,NA
tt1727396,Chinese,Drama | History,6.3,370,NA,NA,NA,NA
tt1727516,French,Fantasy | Horror,5.7,6444,"EUR2,390,000 (estimated)",NA,NA,NA
tt1727875,Hebrew | English,Documentary | Biography,7.3,32,NA,NA,NA,NA
tt1728196,Japanese,Drama,7.3,7581,NA,"$10,920, 22 July 2012","$75,688","$5,435,358"
tt1728686,Japanese,Drama,6,201,NA,NA,NA,"$2,999"
tt1728978,English | French | German | Polish,Comedy | Drama | Romance,5.5,1397,NA,NA,NA,NA
tt1729529,NA,Short | Drama | Fantasy | Mystery,6.3,26,NA,NA,NA,NA
tt1730154,English,Short | Comedy | Fantasy | Musical,6,94,NA,NA,NA,NA
tt1730320,English,Documentary | Family | Sport,8.4,8,NA,NA,NA,NA
tt1730764,Dutch,Drama,5.7,257,"EUR1,400,000 (estimated)",NA,NA,NA
tt1731650,English,Short | Comedy,6.4,14,NA,NA,NA,NA
tt1731651,English,Short | Comedy,7,25,NA,NA,NA,NA
tt1731758,German | French | English,Drama | Romance,5.8,271,"EUR1,000,000 (estimated)",NA,NA,NA
tt1733140,Thai | English,Drama,6.2,128,NA,NA,NA,NA
tt1733436,English,Documentary | History | News | Sport,6.6,100,NA,NA,NA,NA
tt1733525,Russian | English | German,Documentary | Biography | Drama,7,886,NA,"$6,110, 4 December 2011","$39,522","$294,599"
tt1733581,English,Documentary,8.6,66,"EUR1,500,000 (estimated)",NA,NA,NA
tt1733679,English,Documentary | Biography | Drama | War,7.5,253,NA,NA,NA,NA
tt1734428,Spanish,Horror | Thriller,5.5,1131,NA,NA,NA,"$419,559"
tt1734429,German,Drama,6.2,418,NA,NA,NA,NA
tt1735324,English,Short | Drama,7.3,30,NA,NA,NA,NA
tt1735433,English,Drama,5.7,243,NA,NA,NA,NA
tt1735503,Norwegian,Short | Drama | Family | History | Romance | War,3.9,17,NA,NA,NA,NA
tt1736049,English,Documentary,6.8,1116,NA,"$92,257, 3 March 2013","$231,378","$231,378"
tt1736536,French,Short | Comedy,7.3,31,NA,NA,NA,NA
tt1736552,English | Punjabi,Comedy | Drama | Sport,5.7,2190,NA,NA,NA,"$198,033"
tt1736633,Norwegian | English,Drama,7.6,20197,NA,"$9,564, 27 May 2012","$101,475","$1,470,679"
tt1737686,English,Short | Drama,NA,NA,NA,NA,NA,NA
tt1737724,English,Documentary | Biography | History,6.1,92,NA,NA,NA,NA
tt1737734,French,Documentary | News | Romance,NA,NA,NA,NA,NA,NA
tt1738366,English,Drama,6.9,562,"$250,000 (estimated)",NA,NA,NA
tt1740018,Spanish,Action | Crime,6.8,38,NA,NA,NA,"$6,587"
tt1740053,French | Italian | English,Drama,5.1,1982,NA,NA,NA,"$272,484"
tt1740095,English,Short | Drama,NA,NA,NA,NA,NA,NA
tt1740739,English,Short | Comedy,7,51,NA,NA,NA,NA
tt1741283,Spanish,Drama,6.4,214,NA,NA,NA,"$22,656"
tt1741693,Dutch,Drama | Family,6.9,119,NA,NA,NA,NA
tt1742023,French | Spanish | English,Drama,5.2,916,NA,NA,NA,"$204,165"
tt1742067,Spanish,Drama | Romance,5.2,41,NA,NA,NA,NA
tt1742078,English,Documentary | Drama | Family | Music,7.2,125,NA,NA,NA,"$1,310,276"
tt1742091,Portuguese,Short | Horror,6.7,105,NA,NA,NA,NA
tt1742178,Indonesian,Documentary | History,7.9,284,NA,NA,NA,"$1,946"
tt1742336,English,Comedy | Drama | Romance,6.7,26218,"$125,000 (estimated)","$109,221, 17 June 2012","$1,636,190","$3,242,802"
tt1743720,English,Documentary | Comedy,6.6,14582,"$1,800,000 (estimated)","$118,294, 24 April 2011","$638,476","$698,249"
tt1744610,French,Short,5.7,19,NA,NA,NA,NA
tt1744635,English,Documentary | Biography | Family | Sport,7.4,46,NA,NA,NA,NA
tt1745686,German,Drama | Fantasy | Mystery,6.8,5869,NA,"$2,188, 2 June 2013","$38,674","$3,889,260"
tt1745787,Ukrainian Sign Language | Ukrainian,Crime | Drama,7,10316,NA,"$11,094, 21 June 2015","$150,564","$215,034"
tt1745935,English,Short | Drama | Family | Fantasy,6.9,14,NA,NA,NA,NA
tt1746264,English,Documentary | Biography | Music,7.4,341,NA,"$5,026, 3 June 2012","$18,618","$18,618"
tt1747958,English | Italian | Spanish,Action | Crime | Drama | Thriller,6.5,19050,"$25,500,000 (estimated)","$26,912, 23 March 2014","$42,472","$2,566,435"
tt1748110,NA,Documentary | Short | Biography | Family,NA,NA,NA,NA,NA,NA
tt1748122,English,Comedy | Drama | Romance,7.8,318634,"$16,000,000 (estimated)","$522,996, 27 May 2012","$45,512,466","$68,263,166"
tt1748135,English,Short | Comedy | Fantasy | Romance,NA,NA,NA,NA,NA,NA
tt1748224,English,Comedy | Music,6.5,503,NA,"$3,850, 23 September 2012","$7,466","$8,210"
tt1753460,English | Spanish,Drama | Romance,6.2,1693,NA,NA,NA,NA
tt1753784,Portuguese,Short | Drama,5.6,8,NA,NA,NA,NA
tt1753813,French | English | German | Italian,Drama | History | Romance,6.2,8094,NA,"$72,100, 15 July 2012","$1,597,998","$6,366,835"
tt1753865,Italian | French,Drama | Romance,6.6,376,"EUR2,000,000 (estimated)",NA,NA,NA
tt1753899,Dutch | Spanish | Arabic | English,Drama,5.7,1400,NA,NA,NA,NA
tt1753934,English,Short | Drama,6.4,22,NA,NA,NA,NA
tt1754003,Spanish,Drama,6.6,336,NA,NA,NA,NA
tt1754078,Spanish | Guarani,Drama,6.8,2234,NA,"$6,000, 9 September 2012","$6,000","$355,979"
tt1754104,English,Comedy | Drama | Musical | Romance,6.4,389,NA,NA,NA,"$6,965"
tt1754163,Indonesian | English | Dutch,Action | Comedy,6.4,60,NA,NA,NA,NA
tt1754202,Hindi,Drama | Thriller,5.3,135,NA,NA,NA,NA
tt1754257,English,Drama,6.2,1643,NA,NA,NA,NA
tt1754277,English | Maori,Drama | Romance,6.1,337,"NZD1,600,000 (estimated)",NA,NA,NA
tt1754323,NA,Short,7.8,17,NA,NA,NA,NA
tt1754367,Spanish | English | French,Drama,6.6,5166,NA,"$4,674, 5 May 2013","$39,185","$124,279"
tt1754572,Indonesian,Documentary | Romance,7.5,15,NA,NA,NA,NA
tt1754656,English,Animation | Adventure | Drama | Family | Fantasy,7.7,56696,"$81,200,000 (estimated)","$116,927, 14 February 2016","$1,339,152","$97,571,250"
tt1754708,English,Drama,5.9,343,NA,NA,NA,"$33,735"
tt1754944,English,Romance,5.2,2172,NA,NA,NA,NA
tt1756750,French | Spanish,Comedy | Drama | Romance,7.2,15825,NA,"$15,530, 24 March 2013","$340,058","$6,320,093"
tt1756799,English,Action | Drama | Horror | Sci-Fi | Thriller,5.2,12271,NA,"$10,121, 2 September 2012","$20,984","$80,848"
tt1756851,English,Comedy | Fantasy | Horror | Mystery,4.8,10421,"$7,000,000 (estimated)",NA,NA,"$647,839"
tt1756864,English,Short | Comedy | Drama | Sci-Fi,6.8,68,"CAD50,000 (estimated)",NA,NA,NA
tt1757769,Catalan | Spanish | German | English,Action | Adventure | Fantasy | Horror | Mystery | Thriller,6.2,3273,"EUR3,520,000 (estimated)",NA,NA,"$134,299"
tt1757811,Turkish,Short,5.5,16,"$105,000 (estimated)",NA,NA,NA
tt1757815,Finnish,Documentary | Short,6.5,63,NA,NA,NA,NA
tt1757830,English,Documentary,6.7,116,"AUD150,000 (estimated)",NA,NA,NA
tt1757939,Spanish | English | Aboriginal | Russian | Shanghainese | Tswana,Documentary,7.1,638,"EUR1,500,000 (estimated)",NA,NA,"$14,463"
tt1758576,English,Documentary | Drama | Musical,7.1,1337,NA,NA,NA,"$5,730"
tt1758692,English,Drama | Romance,6.7,59309,"$250,000 (estimated)","$123,140, 30 October 2011","$3,395,391","$3,852,409"
tt1758770,English,Drama | Romance,4.8,122,"GBP250,000 (estimated)",NA,NA,NA
tt1758837,Spanish,Documentary | Biography | History | Music,8.3,17,NA,NA,NA,NA
tt1759642,English,Documentary,7.4,19,NA,NA,NA,NA
tt1762248,English,Comedy | Romance | Sci-Fi,6.4,280,NA,NA,NA,NA
tt1762363,English,Short | Drama | Mystery,6.6,382,NA,NA,NA,NA
tt1762393,Italian,Documentary | Short | Adventure,7.4,19,NA,NA,NA,NA
tt1763296,English,Short | Fantasy | Music,7.2,8,NA,NA,NA,NA
tt1764229,French,Short,NA,NA,NA,NA,NA,NA
tt1764234,English,Crime | Drama | Thriller,6.2,133744,"$15,000,000 (estimated)","$6,812,900, 2 December 2012","$15,026,056","$37,930,465"
tt1764246,Karen,Short | Adventure,8.8,56,"EUR93,000 (estimated)",NA,NA,NA
tt1764275,Icelandic,Action | Drama,6.6,5042,"EUR2,000,000 (estimated)",NA,NA,"$713,108"
tt1764616,Dutch,Short | Comedy,7.5,283,"EUR80,000 (estimated)",NA,NA,NA
tt1764718,English,Animation | Short | Drama | Family,6,5,NA,NA,NA,NA
tt1765690,French,Short | Drama,5.6,9,NA,NA,NA,NA
tt1765880,None,Animation | Short,6.8,34,NA,NA,NA,NA
tt1765995,Persian,Short | Drama,5.9,18,NA,NA,NA,NA
tt1766085,English,Documentary | Comedy | Drama,6.6,1189,NA,NA,"$23,901","$23,901"
tt1766120,German | Portuguese,Drama,4.9,70,NA,NA,NA,NA
tt1766189,English,Documentary | News,7.2,297,NA,NA,NA,NA
tt1767272,English,Horror | Thriller,4.9,1946,NA,NA,NA,"$79,500"
tt1767331,None,Animation | Short,5.6,14,NA,NA,NA,NA
tt1770734,English,Drama | Thriller,6.2,11975,NA,"$10,672, 2 June 2013","$100,616","$2,255,291"
tt1772270,English,Crime | Drama,6.1,2165,NA,NA,NA,"$548,579"
tt1772424,Arabic | English | Russian,Comedy | Drama,7.5,11731,"$6,700,000 (estimated)","$15,382, 13 May 2012","$531,997","$7,507,008"
tt1772915,Arabic,Documentary | Drama | Family | War,5,83,NA,NA,NA,NA
tt1772947,French | English,Drama | Thriller,6.6,781,NA,NA,NA,"$29,232"
tt1772980,Russian,Drama | Sci-Fi,5.9,586,NA,NA,NA,"$73,153"
tt1773410,Portuguese,Short | Fantasy,NA,NA,"BRL20,000 (estimated)",NA,NA,NA
tt1773442,English | Spanish,Documentary,8.1,49,NA,NA,NA,NA
tt1774415,Italian,Drama,6.4,266,NA,NA,NA,"$525,341"
tt1774531,Spanish,Comedy | Drama,6.5,261,NA,NA,NA,"$3,376"
tt1774668,Italian,Drama,4.8,18,"$500,000 (estimated)",NA,NA,NA
tt1776116,Arabic | Hebrew,Short | Action | Drama,7.1,44,NA,NA,NA,NA
tt1776222,Dutch,Drama,7.2,2152,NA,NA,NA,"$41,224"
tt1776865,Swedish,Short | Biography | Drama,7.1,30,NA,NA,NA,NA
tt1777037,English,Comedy,6.8,16,"$300,000 (estimated)",NA,NA,NA
tt1777551,English | Russian,Documentary | Biography | History | Sport,7.4,6833,NA,NA,NA,"$90,511"
tt1779078,Polish,Documentary | Short | Biography | Family,5.8,12,"PLN40,000 (estimated)",NA,NA,NA
tt1780762,Spanish | English,Action | Adventure | Family | Horror | Thriller,4.8,11215,"$2,000,000 (estimated)","$40,179, 12 May 2013","$58,510","$294,696"
tt1780767,Spanish,Short | Drama,4.8,6,NA,NA,NA,NA
tt1780856,German,Drama,7.6,1490,NA,NA,NA,"$710,237"
tt1780990,Hebrew,Short | Drama,6.9,9,NA,NA,NA,NA
tt1781767,English,Drama,5.5,137,"CAD11,000 (estimated)",NA,NA,NA
tt1781769,English,Drama | Romance,6.6,91876,"$40,600,000 (estimated)","$320,690, 18 November 2012","$12,816,367","$68,929,150"
tt1781827,English | Spanish,Biography | Drama | Sport,6.6,15059,"$20,000,000 (estimated)","$1,751,388, 28 August 2016","$4,712,792","$4,978,353"
tt1781840,English,Drama,6.3,2910,NA,"$9,320, 15 September 2013","$14,836","$79,178"
tt1781843,French,Drama,6.7,2547,NA,NA,NA,"$3,710,016"
tt1782395,Dutch,Short | Drama,6.4,143,"EUR16,000 (estimated)",NA,NA,NA
tt1782407,English,Short | Drama,6.4,73,NA,NA,NA,NA
tt1782468,Norwegian,Short | Drama,6.3,21,"NOK1,700,000 (estimated)",NA,NA,NA
tt1783260,French,Short,6.4,34,NA,NA,NA,NA
tt1783391,Arabic,Drama,5.9,26,NA,NA,NA,"$4,049"
tt1783392,English,Crime | Mystery,5,466,NA,NA,NA,NA
tt1783732,English,Comedy | Fantasy | Horror | Sci-Fi,6.4,36213,NA,"$12,467, 27 January 2013","$141,951","$141,951"
tt1783738,French,Animation | Short,7.3,168,NA,NA,NA,NA
tt1783780,Japanese | Mandarin,Drama,6.4,486,NA,NA,NA,"$1,502,434"
tt1783798,English,Drama,5.2,517,NA,"$14,406, 15 July 2012","$44,830","$44,830"
tt1784515,French,Drama,5.5,80,NA,NA,NA,NA
tt1784575,Croatian | Bosnian | Albanian | Serbian,Comedy | Drama,7.3,11421,"EUR1,300,000 (estimated)",NA,NA,"$2,492,128"
tt1786416,Dutch | Japanese | English,Short | Comedy | Drama | Mystery,7.3,68,"EUR2,500 (estimated)",NA,NA,NA
tt1786533,French | Swiss German,Documentary,7.8,29,NA,NA,NA,NA
tt1787127,Albanian,Drama,6.8,1859,NA,"$26,724, 26 February 2012","$126,700","$155,383"
tt1787663,Hebrew,Drama,6.8,217,NA,NA,NA,NA
tt1787693,English,Documentary,7,66,NA,NA,NA,NA
tt1787731,English,Drama,6.4,775,NA,NA,NA,NA
tt1787777,English,Documentary,6.9,3268,NA,"$28,911, 19 June 2011","$1,067,028","$1,077,982"
tt1787787,French,Drama,5.9,38,NA,NA,NA,NA
tt1787797,English,Documentary | Biography | Music,7.4,427,NA,"$13,459, 15 January 2012","$47,718","$65,310"
tt1787802,English,Short | Drama,7.4,15,"AUD105,000 (estimated)",NA,NA,NA
tt1787804,English,Documentary,6.6,168,NA,NA,NA,NA
tt1787837,English,Documentary | Biography | History | News,7.9,1988,NA,NA,NA,"$1,873"
tt1788391,English | Swedish,Action | Crime | Horror | Mystery | Thriller,6.4,36610,"GBP500,000 (estimated)","$9,838, 5 February 2012","$29,063","$450,275"
tt1788399,French,Short,NA,NA,NA,NA,NA,NA
tt1789052,English,Documentary | Crime | Mystery | News,7.6,38,NA,NA,NA,NA
tt1789065,English,Documentary,NA,NA,NA,NA,NA,NA
tt1789074,English,Drama | Romance | War,6.5,929,"GBP1,400,000 (estimated)",NA,NA,NA
