imdb.id,languages,genres,rating,n.ratings,budget,openingUSA,grossUSA,grossWorld
tt0408306,NA,NA,NA,NA,NA,NA,NA,NA
tt2492916,English,Documentary | Biography | History | Music,7.7,3634,NA,"$13,901, 29 September 2013","$696,241","$709,415"
tt3276852,Gujarati,Documentary,7.4,155,"CHF300,000 (estimated)",NA,NA,NA
tt2504022,NA,NA,NA,NA,NA,NA,NA,NA
tt3149484,French | Dutch,Documentary | Comedy | Drama,7.2,386,NA,NA,NA,NA
tt3244744,English | French,Documentary,6.7,31,NA,NA,NA,NA
tt3207614,Danish,Documentary | Short,NA,NA,NA,NA,NA,NA
tt2646256,Russian,Documentary | Biography | Drama | Family,6.1,12,NA,NA,NA,NA
tt3399438,NA,NA,NA,NA,NA,NA,NA,NA
tt0230591,English | German,Documentary | History | Sport,7.8,5716,NA,"$15,149, 19 November 2000","$156,818","$156,818"
tt3314488,NA,NA,NA,NA,NA,NA,NA,NA
tt3069992,Polish,Documentary | Short | Drama | Family,7.1,361,NA,NA,NA,NA
tt1992193,NA,NA,NA,NA,NA,NA,NA,NA
tt0984090,Khmer,Documentary,7.2,100,NA,NA,NA,NA
tt4144510,English,Documentary | Short,NA,NA,NA,NA,NA,NA
tt2854564,Portuguese,Documentary | Short | Crime,5.9,30,NA,NA,NA,NA
tt3042474,NA,NA,NA,NA,NA,NA,NA,NA
tt1555206,NA,NA,NA,NA,NA,NA,NA,NA
tt3438704,Chinese,Documentary | Short | Drama,NA,NA,NA,NA,NA,NA
tt2751334,Russian,Documentary | Drama | Music,5.9,27,NA,NA,NA,NA
tt3488218,NA,NA,NA,NA,NA,NA,NA,NA
tt3400550,NA,NA,NA,NA,NA,NA,NA,NA
tt2689366,NA,NA,NA,NA,NA,NA,NA,NA
tt2885624,Japanese,Documentary | Short,8.1,13,NA,NA,NA,NA
tt2539478,NA,NA,NA,NA,NA,NA,NA,NA
tt0462504,NA,NA,NA,NA,NA,NA,NA,NA
tt3199456,Arabic,Documentary | Biography | History | News | War,7.7,999,NA,NA,NA,NA
tt2936362,French | English,Documentary | Biography | Family | Music,7,5,"EUR390,000 (estimated)",NA,NA,NA
tt2401223,English,Documentary | Biography,7.3,1510,NA,NA,NA,NA
tt3461442,NA,NA,NA,NA,NA,NA,NA,NA
tt1596753,English,Documentary,6.7,2487,"$2,000,000 (estimated)","$86,956, 8 September 2013","$583,633","$650,675"
tt1697993,Finnish,Documentary | Short | Biography | Drama,7.3,26,NA,NA,NA,NA
tt3070030,NA,NA,NA,NA,NA,NA,NA,NA
tt2994634,NA,NA,NA,NA,NA,NA,NA,NA
tt3196598,NA,NA,NA,NA,NA,NA,NA,NA
tt4138452,NA,NA,NA,NA,NA,NA,NA,NA
tt3256806,NA,NA,NA,NA,NA,NA,NA,NA
tt0105407,Dutch | English | French,Documentary | Biography,NA,NA,NA,NA,NA,NA
tt3408668,Spanish,Documentary | Drama,8.5,12,NA,NA,NA,NA
tt0062278,Dutch,Documentary | Short,7.2,41,NA,NA,NA,NA
tt3003858,NA,NA,NA,NA,NA,NA,NA,NA
tt2919050,Bulgarian,Documentary | Comedy | Drama | Family,7.3,44,NA,NA,NA,NA
tt3392412,Arabic | Tigrigna | English | Hebrew,Documentary | Crime | War,7.7,55,NA,NA,NA,NA
tt2387601,Italian | German,Documentary,7.4,255,"$500,000 (estimated)",NA,NA,NA
tt2126403,NA,NA,NA,NA,NA,NA,NA,NA
tt2971994,NA,NA,NA,NA,NA,NA,NA,NA
tt2731546,NA,NA,NA,NA,NA,NA,NA,NA
tt0296881,NA,NA,NA,NA,NA,NA,NA,NA
tt0368954,NA,NA,NA,NA,NA,NA,NA,NA
tt0096337,NA,NA,NA,NA,NA,NA,NA,NA
tt0069373,NA,Documentary | Short,7.6,27,NA,NA,NA,NA
tt3566452,Dutch,Documentary | Short,NA,NA,NA,NA,NA,NA
tt3326510,Dutch,Documentary | Short | Drama,NA,NA,NA,NA,NA,NA
tt3440920,Spanish,Documentary | Short | History | News,7.6,8,NA,NA,NA,NA
tt0070820,Wolof | Arabic | French,Drama,7.1,2798,NA,NA,NA,NA
tt2489734,NA,NA,NA,NA,NA,NA,NA,NA
tt2640014,English,Documentary,8.2,9,"GBP100,000 (estimated)",NA,NA,NA
tt1675189,English,Short,NA,NA,NA,NA,NA,NA
tt2396566,NA,NA,NA,NA,NA,NA,NA,NA
tt3529894,NA,NA,NA,NA,NA,NA,NA,NA
tt3300956,Arabic,Documentary | Short | Drama | War,NA,NA,NA,NA,NA,NA
tt4741226,NA,NA,NA,NA,NA,NA,NA,NA
tt3136842,Ukrainian | Russian,Documentary | News,6.1,376,NA,NA,NA,NA
tt4919014,Serbian | German | Swedish,Documentary,6.8,17,NA,NA,NA,NA
tt3392926,NA,Documentary | Short | History,NA,NA,NA,NA,NA,NA
tt3663134,NA,NA,NA,NA,NA,NA,NA,NA
tt2145847,NA,NA,NA,NA,NA,NA,NA,NA
tt3425182,Spanish,Documentary,6.6,14,NA,NA,NA,NA
tt5069844,Dutch,Documentary | Short | Music,6.8,13,NA,NA,NA,NA
tt3609870,NA,NA,NA,NA,NA,NA,NA,NA
tt3246340,Hebrew,Documentary | Adventure | Biography | War,8,9,NA,NA,NA,NA
tt2319863,NA,NA,NA,NA,NA,NA,NA,NA
tt2607296,English,Documentary | Biography | Drama | Family | Music,7.9,27,NA,NA,NA,NA
tt3022650,Somali,Adventure | Comedy | Drama | Family,6.2,18,NA,NA,NA,NA
tt3461160,Mandarin,Documentary,NA,NA,NA,NA,NA,NA
tt2736248,NA,NA,NA,NA,NA,NA,NA,NA
tt1790885,English | Arabic | Urdu | Pushto | French,Drama | History | Thriller | War,7.4,279312,"$40,000,000 (estimated)","$417,150, 23 December 2012","$95,720,716","$132,820,716"
tt2607968,English,Documentary | Action | Biography | Drama | War,7.2,218,NA,NA,NA,NA
tt7787274,Dutch,Documentary,NA,NA,NA,NA,NA,NA
tt3473032,Dutch,Documentary | Drama,6.8,26,NA,NA,NA,NA
tt2650642,NA,NA,NA,NA,NA,NA,NA,NA
tt2187115,Romanian,Drama,7.4,8079,"EUR850,000 (estimated)","$12,955, 23 February 2014","$97,170","$994,126"
tt2507592,NA,NA,NA,NA,NA,NA,NA,NA
tt2385882,French,Crime | Drama | Thriller,6.4,1030,NA,NA,NA,"$5,613"
tt2195548,English | German,Comedy | Drama,6.4,19282,"$725,000 (estimated)","$36,694, 11 August 2013","$205,139","$442,313"
tt2425486,Spanish | English,Comedy | Drama | Romance,6.8,8511,NA,"$56,454, 26 January 2014","$2,107,925","$6,461,559"
tt2370378,NA,NA,NA,NA,NA,NA,NA,NA
tt2018086,NA,NA,NA,NA,NA,NA,NA,NA
tt2650954,NA,NA,NA,NA,NA,NA,NA,NA
tt2289538,NA,NA,NA,NA,NA,NA,NA,NA
tt2338846,NA,NA,NA,NA,NA,NA,NA,NA
tt2215221,French | Latin,Drama,6.5,1638,NA,NA,NA,"$503,090"
tt2296835,NA,NA,NA,NA,NA,NA,NA,NA
tt2576522,Korean | English,Drama | Romance,6.8,1464,NA,NA,NA,"$7,646"
tt2371834,NA,NA,NA,NA,NA,NA,NA,NA
tt2626926,Persian,Drama,6.5,1134,NA,"$5,002, 13 July 2014","$28,098","$33,735"
tt2091473,English,Drama,6.6,36827,"$15,000,000 (estimated)","$173,915, 30 December 2012","$7,597,898","$11,039,031"
tt2053463,NA,NA,NA,NA,NA,NA,NA,NA
tt1196948,English | Romanian,Action | Comedy | Drama | Romance | Thriller,6.4,27480,NA,"$7,973, 17 November 2013","$11,650","$443,990"
tt2385101,NA,NA,NA,NA,NA,NA,NA,NA
tt2209418,English | Greek | French,Drama | Romance,7.9,145706,"$3,000,000 (estimated)","$246,914, 26 May 2013","$8,114,627","$20,994,648"
tt0293069,NA,NA,NA,NA,NA,NA,NA,NA
tt1654523,NA,NA,NA,NA,NA,NA,NA,NA
tt0481499,NA,NA,NA,NA,NA,NA,NA,NA
tt1462900,NA,NA,NA,NA,NA,NA,NA,NA
tt2660424,None,NA,6.1,7,NA,NA,NA,NA
tt2718284,English,Short,6.3,7,NA,NA,NA,NA
tt2642662,NA,NA,NA,NA,NA,NA,NA,NA
tt2715004,Arabic | English | French,Documentary | Short | Drama,NA,NA,NA,NA,NA,NA
tt2719064,Turkish | Azerbaijani,Documentary | Short | History,6.5,15,NA,NA,NA,NA
tt2671614,NA,NA,NA,NA,NA,NA,NA,NA
tt2718360,Hebrew,Short | Drama,5.1,13,NA,NA,NA,NA
tt2464840,NA,NA,NA,NA,NA,NA,NA,NA
tt2661386,German | English | French,Short,6.7,31,NA,NA,NA,NA
tt2666388,NA,NA,NA,NA,NA,NA,NA,NA
tt2666318,None,Short | Mystery | Sport,4.8,12,NA,NA,NA,NA
tt2661290,German,Animation | Short | Biography,4.4,8,NA,NA,NA,NA
tt2464788,Serbian,Documentary | Short | Drama,8,19,NA,NA,NA,NA
tt1767323,NA,NA,NA,NA,NA,NA,NA,NA
tt2499072,NA,NA,NA,NA,NA,NA,NA,NA
tt2630808,NA,NA,NA,NA,NA,NA,NA,NA
tt2671600,English,Animation | Short | Drama | Romance,7,28,NA,NA,NA,NA
tt2555000,NA,NA,NA,NA,NA,NA,NA,NA
tt2461346,NA,NA,NA,NA,NA,NA,NA,NA
tt2629112,NA,NA,NA,NA,NA,NA,NA,NA
tt2716708,NA,NA,NA,NA,NA,NA,NA,NA
tt2661940,Mandingo,Documentary | Short | Drama | War,4.9,16,NA,NA,NA,NA
tt2714884,Japanese | None,Short | Adventure,NA,NA,NA,NA,NA,NA
tt2661352,NA,NA,NA,NA,NA,NA,NA,NA
tt2718742,Spanish | English,Documentary | Short,NA,NA,NA,NA,NA,NA
tt2718196,None,Short,NA,NA,NA,NA,NA,NA
tt2799764,None,Short,NA,NA,NA,NA,NA,NA
tt2716200,NA,NA,NA,NA,NA,NA,NA,NA
tt2373878,NA,NA,NA,NA,NA,NA,NA,NA
tt2591838,German | English | Kikuyu,Documentary | Biography | Sport,8,32,NA,NA,NA,NA
tt1707386,English,Drama | History | Musical | Romance | War,7.6,314170,"$61,000,000 (estimated)","$27,281,735, 30 December 2012","$148,809,770","$441,809,770"
tt2669646,German | English | Greek,Documentary | Sport,7.1,45,NA,NA,NA,NA
tt2498710,NA,NA,NA,NA,NA,NA,NA,NA
tt1924396,English,Crime | Drama | Mystery | Romance,7.8,111463,"EUR13,500,000 (estimated)","$2,595, 5 January 2014","$100,035","$20,919,703"
tt2499076,NA,NA,NA,NA,NA,NA,NA,NA
tt1951216,English,Biography | Comedy | Drama,6,6685,NA,"$5,105, 7 July 2013","$21,252","$1,318,468"
tt2332801,English,Documentary | History,7.1,1129,NA,NA,NA,"$488,854"
tt1796652,NA,NA,NA,NA,NA,NA,NA,NA
tt2103085,NA,NA,NA,NA,NA,NA,NA,NA
tt2323854,NA,NA,NA,NA,NA,NA,NA,NA
tt2741926,Arabic | English | Hebrew,Documentary | Biography | Drama,6,16,NA,NA,NA,NA
tt2233762,NA,NA,NA,NA,NA,NA,NA,NA
tt2393440,Spanish | German,Drama,5.4,500,NA,NA,NA,"$572,044"
tt2753288,Korean,Drama,6.4,324,NA,NA,NA,NA
tt2668120,NA,NA,NA,NA,NA,NA,NA,NA
tt2704282,Korean,Documentary | Comedy | Drama,6,72,NA,NA,NA,NA
tt2660810,French | Swedish,Documentary,6.8,271,NA,NA,NA,NA
tt2555166,NA,NA,NA,NA,NA,NA,NA,NA
tt2673176,French | Nushi,Crime | Drama | Music,3.6,45,NA,NA,NA,NA
tt2186675,NA,NA,NA,NA,NA,NA,NA,NA
tt2750546,Spanish,Drama,6,65,NA,NA,NA,NA
tt0070299,NA,NA,NA,NA,NA,NA,NA,NA
tt2229499,English,Comedy | Drama | Romance,6.5,231860,"$3,000,000 (estimated)","$8,677,009, 29 September 2013","$24,477,704","$39,439,355"
tt2649370,NA,NA,NA,NA,NA,NA,NA,NA
tt2731398,NA,NA,NA,NA,NA,NA,NA,NA
tt2347569,NA,NA,NA,NA,NA,NA,NA,NA
tt2368897,English,Documentary | History | News,4.8,26,NA,NA,NA,NA
tt2764388,NA,NA,NA,NA,NA,NA,NA,NA
tt2637978,Turkish,Drama,5.8,457,NA,NA,NA,"$15,930"
tt2336960,French | Arabic | English | Hebrew,Drama,6.9,2462,NA,"$3,391, 18 August 2013","$9,840","$317,656"
tt2352488,NA,NA,NA,NA,NA,NA,NA,NA
tt2806576,NA,NA,NA,NA,NA,NA,NA,NA
tt2213054,NA,NA,NA,NA,NA,NA,NA,NA
tt2417550,NA,NA,NA,NA,NA,NA,NA,NA
tt2650054,French,Documentary,6.4,268,NA,"$1,410, 8 September 2013","$8,095","$14,905"
tt2372301,NA,NA,NA,NA,NA,NA,NA,NA
tt2624316,English | German | Greek | Spanish,Drama | Thriller,5.5,487,"EUR300,000 (estimated)",NA,NA,NA
tt1426329,English,Biography | Drama,6.2,39203,"$10,000,000 (estimated)","$184,536, 11 August 2013","$356,582","$1,585,583"
tt1592265,English,Drama,5.1,688,"$1,500,000 (estimated)",NA,NA,NA
tt2582008,NA,NA,NA,NA,NA,NA,NA,NA
tt2634394,French,Drama,5.4,550,NA,NA,NA,NA
tt2585594,NA,NA,NA,NA,NA,NA,NA,NA
tt2647472,German | English,Documentary | Biography | History,6,20,"EUR150,000 (estimated)",NA,NA,NA
tt2650446,French,Documentary,6.5,8,NA,NA,NA,NA
tt2223154,English,Documentary | Biography,7.8,41,NA,NA,NA,NA
tt2217458,English | Portuguese,Biography | Drama | History | Romance,7,3025,NA,"$14,573, 10 November 2013","$45,502","$1,534,391"
tt2164718,NA,NA,NA,NA,NA,NA,NA,NA
tt2586242,German,Documentary | Biography,7.2,56,NA,NA,NA,NA
tt2551624,NA,NA,NA,NA,NA,NA,NA,NA
tt2419978,English,Documentary | Music,7.8,46,NA,NA,NA,NA
tt2751862,Turkish,Drama,5.8,411,NA,NA,NA,"$39,910"
tt2692476,Indonesian,Drama,7.4,623,NA,NA,NA,NA
tt2324918,English | Arabic | Hebrew,Documentary,5.7,42,NA,NA,NA,NA
tt1826876,Spanish,Comedy | Drama,6.4,416,NA,NA,NA,"$24,939"
tt2375605,NA,NA,NA,NA,NA,NA,NA,NA
tt2024519,Flemish | English | Dutch,Drama | Music | Romance,7.7,39971,NA,"$7,100, 3 November 2013","$175,058","$5,990,754"
tt2608732,NA,NA,NA,NA,NA,NA,NA,NA
tt2763048,NA,NA,NA,NA,NA,NA,NA,NA
tt2084989,English,Drama | Sci-Fi,6.7,32168,"$50,000 (estimated)","$28,649, 7 April 2013","$444,098","$587,174"
tt2738050,Mandarin | Min Nan | Korean | English,Comedy | Drama | Romance,6.6,541,NA,"$2,969, 19 January 2014","$6,694","$93,046"
tt2763400,NA,NA,NA,NA,NA,NA,NA,NA
tt2670524,NA,NA,NA,NA,NA,NA,NA,NA
tt2671652,NA,NA,NA,NA,NA,NA,NA,NA
tt2443734,Arabic,Drama,6.5,196,NA,NA,NA,NA
tt1540741,NA,NA,NA,NA,NA,NA,NA,NA
tt2801980,None | Korean,NA,6.2,9,NA,NA,NA,NA
tt2007360,NA,NA,NA,NA,NA,NA,NA,NA
tt2586000,NA,NA,NA,NA,NA,NA,NA,NA
tt2635808,German | English | Spanish | Mongolian,Documentary | Drama,7.4,44,NA,NA,NA,"$14,804"
tt2669312,German,Drama,4.6,28,NA,NA,NA,NA
tt2204644,NA,NA,NA,NA,NA,NA,NA,NA
tt2768780,Thai | Khmer,Documentary,7.3,20,NA,NA,NA,NA
tt2221506,NA,NA,NA,NA,NA,NA,NA,NA
tt2741806,Georgian,Drama,7.5,6686,NA,"$9,280, 12 January 2014","$56,092","$97,236"
tt2091893,German | French | English,Drama,5.5,145,NA,NA,NA,NA
tt2440728,Portuguese | English,Documentary,6.6,27,NA,NA,NA,"$16,081"
tt2655938,Greek | English | Spanish | French,Drama,5.7,358,NA,NA,NA,NA
tt2084883,NA,NA,NA,NA,NA,NA,NA,NA
tt2147728,English,Drama | Music,5.6,916,NA,"$3,533, 29 September 2013","$22,214","$38,974"
tt2456134,French,Drama,6.7,73,NA,NA,NA,NA
tt0036977,Japanese,Drama | War,6.3,130,NA,NA,NA,NA
tt0042651,NA,NA,NA,NA,NA,NA,NA,NA
tt1839522,NA,NA,NA,NA,NA,NA,NA,NA
tt2417562,Japanese,Drama,2.6,456,NA,NA,NA,NA
tt2699356,NA,Documentary,7.8,6,NA,NA,NA,NA
tt2369543,NA,NA,NA,NA,NA,NA,NA,NA
tt2753654,Spanish,Drama | Romance,6.1,172,NA,NA,NA,NA
tt2645142,NA,NA,NA,NA,NA,NA,NA,NA
tt0128142,NA,NA,NA,NA,NA,NA,NA,NA
tt2274358,NA,NA,NA,NA,NA,NA,NA,NA
tt2679578,NA,NA,NA,NA,NA,NA,NA,NA
tt2764730,Italian,Documentary,6.1,64,NA,NA,NA,NA
tt2355478,Bengali,Documentary | Family,7,35,NA,NA,NA,NA
tt2770484,Mandarin,Drama,6.6,38,NA,NA,NA,NA
tt2316929,Croatian | Bosnian,Drama,6.3,363,NA,NA,NA,"$14,707"
tt0040670,NA,NA,NA,NA,NA,NA,NA,NA
tt0062144,NA,NA,NA,NA,NA,NA,NA,NA
tt3463560,English,Documentary | Adventure | Drama,7,8,NA,NA,NA,NA
tt2434550,Japanese | Mandarin,Drama | Romance,6.4,63,NA,NA,NA,NA
tt2653260,Japanese,Documentary,7.2,14,NA,NA,NA,NA
tt2636806,English | French,Drama,6.5,846,NA,NA,NA,"$66,756"
tt0057494,NA,NA,NA,NA,NA,NA,NA,NA
tt2660260,NA,NA,NA,NA,NA,NA,NA,NA
tt2652874,English,Documentary,7.5,88,NA,NA,NA,NA
tt2514918,Greek,Documentary | Drama,6.9,37,NA,NA,NA,NA
tt2617208,Portuguese,Documentary,6.9,128,NA,NA,NA,"$3,704"
tt2395455,English,Drama,6.6,363,NA,NA,NA,"$31,679"
tt2417568,Mandarin | Min Nan,Drama,3.7,445,NA,NA,NA,"$5,120,000"
tt2741956,Swiss German | German,Documentary | Drama | Family,7.2,67,NA,NA,NA,NA
tt2379418,NA,NA,NA,NA,NA,NA,NA,NA
tt0049976,NA,NA,NA,NA,NA,NA,NA,NA
tt2699832,Russian,Drama,6.5,288,NA,NA,NA,NA
tt2813870,NA,NA,NA,NA,NA,NA,NA,NA
tt2729612,None,Short,NA,NA,NA,NA,NA,NA
tt2735198,Bulgarian,Short,NA,NA,NA,NA,NA,NA
tt2734232,Portuguese,Short,NA,NA,NA,NA,NA,NA
tt2207846,NA,NA,NA,NA,NA,NA,NA,NA
tt2732488,NA,NA,NA,NA,NA,NA,NA,NA
tt2290844,French | English,Documentary | Mystery | War,NA,NA,NA,NA,NA,NA
tt2732142,None,Short,NA,NA,NA,NA,NA,NA
tt2750876,NA,NA,NA,NA,NA,NA,NA,NA
tt2787094,Arabic | English,Short,6.4,5,NA,NA,NA,NA
tt2733032,English,NA,NA,NA,NA,NA,NA,NA
tt2728968,None,NA,7.4,5,NA,NA,NA,NA
tt2742104,Arabic,Short,NA,NA,NA,NA,NA,NA
tt2729488,German | Polish | English,NA,NA,NA,NA,NA,NA,NA
tt2218188,NA,NA,NA,NA,NA,NA,NA,NA
tt2332522,English,Documentary,6.6,3356,NA,"$10,000, 3 March 2013","$76,202","$96,778"
tt2731456,English | French,Short | Comedy,7.9,26,NA,NA,NA,NA
tt2735224,NA,NA,NA,NA,NA,NA,NA,NA
tt2764814,Albanian,Documentary | Short,NA,NA,NA,NA,NA,NA
tt2721252,NA,NA,NA,NA,NA,NA,NA,NA
tt2729070,English,NA,6.2,8,NA,NA,NA,NA
tt2787042,Arabic,Short,NA,NA,NA,NA,NA,NA
tt0405251,NA,NA,NA,NA,NA,NA,NA,NA
tt2733000,None,Short,NA,NA,NA,NA,NA,NA
tt2721372,NA,NA,NA,NA,NA,NA,NA,NA
tt2720802,None,Short,NA,NA,NA,NA,NA,NA
tt2721584,English,Documentary | Short | Mystery,9.2,5,NA,NA,NA,NA
tt2177811,French | Romanian | Chinese | Arabic | Kabyle,Short | War,6.6,8,NA,NA,NA,NA
tt2729792,None,Short,NA,NA,NA,NA,NA,NA
tt2733978,NA,NA,NA,NA,NA,NA,NA,NA
tt2735438,Mandarin,Documentary,6.3,47,NA,NA,NA,NA
tt1947964,Spanish,Animation | Adventure | Family,7.1,811,NA,NA,NA,"$169,159"
tt2693394,NA,NA,NA,NA,NA,NA,NA,NA
tt2204550,NA,NA,NA,NA,NA,NA,NA,NA
tt2767622,Khmer,Short | Drama,NA,NA,NA,NA,NA,NA
tt2379733,NA,NA,NA,NA,NA,NA,NA,NA
tt2476426,Japanese,Drama,6.6,194,NA,NA,NA,NA
tt2154028,Korean,Short | Drama,NA,NA,NA,NA,NA,NA
tt2668950,Indonesian,Drama,7.1,29,NA,NA,NA,NA
tt2761580,NA,NA,NA,NA,NA,NA,NA,NA
tt2642082,NA,NA,NA,NA,NA,NA,NA,NA
tt2723720,Swedish,Short | Comedy | Drama | Family,6.3,40,NA,NA,NA,NA
tt2750834,NA,NA,NA,NA,NA,NA,NA,NA
tt2368817,NA,NA,NA,NA,NA,NA,NA,NA
tt2741522,NA,NA,NA,NA,NA,NA,NA,NA
tt2461790,NA,NA,NA,NA,NA,NA,NA,NA
tt2623464,NA,NA,NA,NA,NA,NA,NA,NA
tt2389856,NA,NA,NA,NA,NA,NA,NA,NA
tt2514762,NA,NA,NA,NA,NA,NA,NA,NA
tt1964773,NA,NA,NA,NA,NA,NA,NA,NA
tt2756604,English,Short | Comedy | Drama | Family,5.7,17,NA,NA,NA,NA
tt2670226,Turkish | Kurdish,Drama,7.2,1915,NA,NA,NA,"$44,007"
tt2271287,NA,NA,NA,NA,NA,NA,NA,NA
tt2764856,NA,NA,NA,NA,NA,NA,NA,NA
tt3879374,NA,NA,NA,NA,NA,NA,NA,NA
tt2770350,Spanish | Wayuu,Documentary,7.2,56,NA,NA,NA,NA
tt2434988,NA,NA,NA,NA,NA,NA,NA,NA
tt1906422,French | Russian,Drama | Family,7,79,"EUR800,000 (estimated)",NA,NA,NA
tt2756822,Italian,Short | Comedy,6.5,27,NA,NA,NA,NA
tt2656122,German,Animation | Short | Comedy | Drama | Family | Romance,7.8,211,"EUR50,000 (estimated)",NA,NA,NA
tt2665918,NA,NA,NA,NA,NA,NA,NA,NA
tt8074934,NA,NA,NA,NA,NA,NA,NA,NA
tt1441083,NA,NA,NA,NA,NA,NA,NA,NA
tt2581388,NA,NA,NA,NA,NA,NA,NA,NA
tt2767286,NA,NA,NA,NA,NA,NA,NA,NA
tt2741624,Korean,Drama | Mystery,6.4,574,NA,NA,NA,NA
tt2396870,Spanish,Drama,6.4,72,"$400,000 (estimated)",NA,NA,NA
tt2719602,English,Animation | Short | Drama,7.1,70,"EUR20,000 (estimated)",NA,NA,NA
tt2767736,NA,NA,NA,NA,NA,NA,NA,NA
tt2234397,NA,NA,NA,NA,NA,NA,NA,NA
tt2551456,NA,NA,NA,NA,NA,NA,NA,NA
tt2761886,Marathi,Short | Drama | Family,NA,NA,NA,NA,NA,NA
tt2473288,NA,NA,NA,NA,NA,NA,NA,NA
tt2857942,NA,NA,NA,NA,NA,NA,NA,NA
tt2713836,English,Short | Comedy | Drama | Family,6.8,60,NA,NA,NA,NA
tt2616880,English,Animation | Short | Drama | Family | Fantasy | Romance,7.6,9411,NA,NA,NA,NA
tt2106685,NA,NA,NA,NA,NA,NA,NA,NA
tt2088924,English,Drama,6.2,458,NA,NA,NA,NA
tt2766546,None,Animation | Short,NA,NA,NA,NA,NA,NA
tt2178256,Lao,Drama,7.3,2966,"AUD2,000,000 (estimated)","$4,621, 12 January 2014","$56,823","$449,064"
tt2616018,Swedish,Short | Drama,5.5,13,NA,NA,NA,NA
tt2368920,NA,NA,NA,NA,NA,NA,NA,NA
tt2555386,Swahili | English,Documentary | Drama,7.9,24,NA,NA,NA,NA
tt2247154,Finnish,Short | Comedy | Drama,5.8,143,NA,NA,NA,NA
tt2205002,NA,NA,NA,NA,NA,NA,NA,NA
tt2768046,NA,NA,NA,NA,NA,NA,NA,NA
tt2763310,Vietnamese | English | Portuguese,Short | Drama,7,50,NA,NA,NA,NA
tt2366035,English,Short,7.1,365,NA,NA,NA,NA
tt2756230,NA,NA,NA,NA,NA,NA,NA,NA
tt2767108,NA,NA,NA,NA,NA,NA,NA,NA
tt2464710,German | Romanian,Documentary | History,8,9,NA,NA,NA,NA
tt2520904,German,Short | Drama | Mystery,8.1,11,"EUR3,000 (estimated)",NA,NA,NA
tt2211240,NA,NA,NA,NA,NA,NA,NA,NA
tt2333238,German | English,Drama,6.6,138,NA,NA,NA,"$19,893"
tt2622728,NA,NA,NA,NA,NA,NA,NA,NA
tt2621110,German,NA,NA,NA,NA,NA,NA,NA
tt2620418,NA,NA,NA,NA,NA,NA,NA,NA
tt2618494,German,Adventure | Drama | Sci-Fi | Thriller,4.9,47,NA,NA,NA,NA
tt2617828,NA,NA,NA,NA,NA,NA,NA,NA
tt2629934,NA,NA,NA,NA,NA,NA,NA,NA
tt2623152,NA,NA,NA,NA,NA,NA,NA,NA
tt2328729,NA,NA,NA,NA,NA,NA,NA,NA
tt2530672,NA,NA,NA,NA,NA,NA,NA,NA
tt2622156,German,Drama,5.7,501,NA,NA,NA,"$2,114,952"
tt2825762,German,Documentary | Animation | Biography | History,7.1,13,NA,NA,NA,NA
tt0026714,NA,NA,NA,NA,NA,NA,NA,NA
tt0068327,English | German | Hebrew | French,Drama | Music | Musical,7.8,49415,"$4,600,000 (estimated)",NA,NA,NA
tt0026179,NA,NA,NA,NA,NA,NA,NA,NA
tt0034583,English | French | German | Italian,Drama | Romance | War,8.5,532606,"$950,000 (estimated)","$181,494, 12 April 1992","$4,108,411","$4,376,287"
tt0031173,English | German,Drama | War,6.8,1475,"$1,500,000 (estimated)",NA,NA,NA
tt0003419,NA,NA,NA,NA,NA,NA,NA,NA
tt0046912,NA,NA,NA,NA,NA,NA,NA,NA
tt0025078,German,Comedy | Romance,7,8,NA,NA,NA,NA
tt0032445,Dutch,Romance | War,6.4,50,NA,NA,NA,NA
tt0026361,NA,NA,NA,NA,NA,NA,NA,NA
tt0027652,NA,NA,NA,NA,NA,NA,NA,NA
tt0025158,Portuguese,Comedy | Romance,6.5,21,NA,NA,NA,NA
tt0027683,German,Comedy,7,195,NA,NA,NA,NA
tt0035966,English | German,Drama | Film-Noir | Thriller | War,7.5,4893,NA,NA,NA,NA
tt0026754,NA,NA,NA,NA,NA,NA,NA,NA
tt0036005,English,Drama | History | War,6.6,694,"$300,000 (estimated)",NA,NA,NA
tt0033729,NA,NA,NA,NA,NA,NA,NA,NA
tt0027853,NA,NA,NA,NA,NA,NA,NA,NA
tt0035753,French,Crime | Drama | Mystery | Thriller,7.9,9250,NA,"$6,452, 22 April 2018","$36,089","$36,089"
tt0027688,French,Fantasy | Horror,6.4,191,NA,NA,NA,NA
tt0040536,English,Drama | Romance,8,11336,NA,NA,NA,$852
tt0043766,English,Drama | Film-Noir | Thriller,6.8,1827,NA,NA,NA,NA
tt0030457,French,Drama,7,200,NA,NA,NA,NA
tt0037136,NA,NA,NA,NA,NA,NA,NA,NA
tt0047296,English,Crime | Drama | Thriller,8.1,145178,"$910,000 (estimated)",NA,NA,NA
tt0039689,English | American Sign Language,Crime | Drama | Film-Noir | Romance | Thriller,8,33733,NA,NA,NA,NA
tt0025647,German,Comedy | Musical,7.3,49,NA,NA,NA,NA
tt0031800,French,Musical | Romance | Thriller,6.9,316,NA,NA,NA,NA
tt0053291,NA,NA,NA,NA,NA,NA,NA,NA
tt0038409,English | Spanish,Crime | Film-Noir | Thriller,6.6,1729,NA,NA,NA,NA
tt0041776,NA,NA,NA,NA,NA,NA,NA,NA
