imdb.id,release.country,release.date,release.venue,thr,digital,tv,dvd.br,unique.id
tt4040896,Japan,23 July 2016,NA,0,0,0,0,idfnew874
tt4040896,Denmark,28 July 2016,NA,0,0,0,0,idfnew874
tt4040896,Finland,4 August 2019,TV premiere,0,0,1,0,idfnew874
tt4042814,Switzerland,28 October 2015,French speaking region,0,0,0,0,tffnew1691
tt4042814,Switzerland,25 February 2016,German speaking region,1,0,0,0,tffnew1691
tt4042814,Belgium,9 March 2016,NA,0,0,0,0,tffnew1691
tt4042814,France,23 March 2016,NA,0,0,0,0,tffnew1691
tt4042814,Netherlands,7 April 2016,NA,0,0,0,0,tffnew1691
tt4042814,Poland,12 August 2016,NA,0,0,0,0,tffnew1691
tt4042814,Spain,10 March 2017,NA,0,0,0,0,tffnew1691
tt4042814,Germany,11 May 2017,NA,0,0,0,0,tffnew1691
tt4043248,Belgium,February 2015,NA,0,0,0,0,I1602752
tt4043248,Germany,5 September 2015,TV premiere,0,0,1,0,I1602752
tt4043248,France,5 September 2015,TV premiere,0,0,1,0,I1602752
tt4044364,Ireland,17 October 2014,NA,0,0,0,0,idfnew737
tt4044364,USA,24 October 2014,limited,1,0,0,0,idfnew737
tt4044364,UK,31 October 2014,limited,1,0,0,0,idfnew737
tt4044364,Germany,6 November 2014,NA,0,0,0,0,idfnew737
tt4044364,Canada,7 November 2014,Toronto,0,0,0,0,idfnew737
tt4044364,Denmark,16 November 2014,NA,0,0,0,0,idfnew737
tt4044364,USA,28 November 2014,NA,0,0,0,0,idfnew737
tt4044364,Austria,1 January 2015,NA,0,0,0,0,idfnew737
tt4044364,USA,8 January 2015,MoMA - The Contenders,0,0,0,0,idfnew737
tt4044364,Australia,12 February 2015,limited,1,0,0,0,idfnew737
tt4044364,New Zealand,12 February 2015,NA,0,0,0,0,idfnew737
tt4044364,USA,23 February 2015,TV premiere,0,0,1,0,idfnew737
tt4044364,France,4 March 2015,NA,0,0,0,0,idfnew737
tt4044364,Portugal,12 March 2015,NA,0,0,0,0,idfnew737
tt4044364,Finland,20 March 2015,NA,0,0,0,0,idfnew737
tt4044364,Spain,27 March 2015,limited,1,0,0,0,idfnew737
tt4044364,Norway,17 April 2015,NA,0,0,0,0,idfnew737
tt4044364,Taiwan,17 April 2015,NA,0,0,0,0,idfnew737
tt4044364,Turkey,24 April 2015,NA,0,0,0,0,idfnew737
tt4044364,Sweden,27 April 2015,TV premiere,0,0,1,0,idfnew737
tt4044364,Hungary,30 April 2015,NA,0,0,0,0,idfnew737
tt4044364,Hong Kong,7 May 2015,NA,0,0,0,0,idfnew737
tt4044364,Poland,15 May 2015,NA,0,0,0,0,idfnew737
tt4044364,Netherlands,28 May 2015,NA,0,0,0,0,idfnew737
tt4044364,Brazil,25 August 2015,DVD premiere,0,0,0,1,idfnew737
tt4044364,Chile,5 October 2015,TV premiere,0,0,1,0,idfnew737
tt4044364,South Korea,19 November 2015,NA,0,0,0,0,idfnew737
tt4044364,Japan,11 June 2016,NA,0,0,0,0,idfnew737
tt4044364,Greece,1 December 2016,NA,0,0,0,0,idfnew737
tt4045418,Netherlands,November 2014,NA,0,0,0,0,idfnew786
tt4047846,Belgium,11 January 2017,NA,0,0,0,0,tffnew2077
tt4047846,Netherlands,23 March 2017,NA,0,0,0,0,tffnew2077
tt4047846,France,13 September 2017,NA,0,0,0,0,tffnew2077
tt4047846,Mexico,10 May 2018,NA,0,0,0,0,tffnew2077
tt4047846,UK,18 October 2019,NA,0,0,0,0,tffnew2077
tt4047846,USA,9 June 2020,Amazon Prime Video,0,1,0,0,tffnew2077
tt4048272,Germany,14 July 2016,NA,0,0,0,0,f9287
tt4048272,Austria,15 July 2016,NA,0,0,0,0,f9287
tt4048272,Switzerland,21 July 2016,German speaking region,1,0,0,0,f9287
tt4048272,Belgium,17 August 2016,NA,0,0,0,0,f9287
tt4048272,France,17 August 2016,NA,0,0,0,0,f9287
tt4048272,Luxembourg,24 August 2016,NA,0,0,0,0,f9287
tt4048272,Estonia,9 September 2016,NA,0,0,0,0,f9287
tt4048272,Hungary,29 September 2016,NA,0,0,0,0,f9287
tt4048272,Sweden,30 September 2016,NA,0,0,0,0,f9287
tt4048272,Czech Republic,20 October 2016,NA,0,0,0,0,f9287
tt4048272,Romania,21 October 2016,NA,0,0,0,0,f9287
tt4048272,Greece,27 October 2016,NA,0,0,0,0,f9287
tt4048272,Netherlands,10 November 2016,NA,0,0,0,0,f9287
tt4048272,Denmark,1 December 2016,NA,0,0,0,0,f9287
tt4048272,Spain,2 December 2016,Filmoteca de Catalunya,0,0,0,0,f9287
tt4048272,Republic of North Macedonia,8 December 2016,NA,0,0,0,0,f9287
tt4048272,Slovenia,14 December 2016,NA,0,0,0,0,f9287
tt4048272,Finland,16 December 2016,NA,0,0,0,0,f9287
tt4048272,Germany,23 December 2016,DVD premiere,0,0,0,1,f9287
tt4048272,Norway,25 December 2016,NA,0,0,0,0,f9287
tt4048272,USA,25 December 2016,NA,0,0,0,0,f9287
tt4048272,Taiwan,30 December 2016,NA,0,0,0,0,f9287
tt4048272,Spain,20 January 2017,NA,0,0,0,0,f9287
tt4048272,Chile,26 January 2017,limited,1,0,0,0,f9287
tt4048272,Canada,27 January 2017,limited,1,0,0,0,f9287
tt4048272,Poland,27 January 2017,NA,0,0,0,0,f9287
tt4048272,Hong Kong,2 February 2017,NA,0,0,0,0,f9287
tt4048272,UK,3 February 2017,NA,0,0,0,0,f9287
tt4048272,Ireland,3 February 2017,NA,0,0,0,0,f9287
tt4048272,Turkey,3 February 2017,NA,0,0,0,0,f9287
tt4048272,Singapore,4 February 2017,limited,1,0,0,0,f9287
tt4048272,Brazil,9 February 2017,NA,0,0,0,0,f9287
tt4048272,Portugal,16 February 2017,NA,0,0,0,0,f9287
tt4048272,Israel,23 February 2017,NA,0,0,0,0,f9287
tt4048272,Russia,23 February 2017,NA,0,0,0,0,f9287
tt4048272,Mexico,24 February 2017,NA,0,0,0,0,f9287
tt4048272,Italy,2 March 2017,NA,0,0,0,0,f9287
tt4048272,Peru,2 March 2017,NA,0,0,0,0,f9287
tt4048272,South Korea,16 March 2017,NA,0,0,0,0,f9287
tt4048272,Venezuela,24 March 2017,limited,1,0,0,0,f9287
tt4048272,Bulgaria,31 March 2017,NA,0,0,0,0,f9287
tt4048272,Japan,24 June 2017,NA,0,0,0,0,f9287
tt4048272,Portugal,2 May 2020,RTP 1) (TV premiere,0,0,1,0,f9287
tt4052330,USA,14 February 2014,internet,0,1,0,0,frnew514
tt4054654,USA,4 November 2016,limited,1,0,0,0,tffnew2033
tt4054654,USA,11 November 2016,internet,0,1,0,0,tffnew2033
tt4054654,UK,18 November 2016,NA,0,0,0,0,tffnew2033
tt4054654,Sweden,20 February 2017,DVD premiere,0,0,0,1,tffnew2033
tt4054654,Norway,22 February 2017,DVD premiere,0,0,0,1,tffnew2033
tt4054654,Bulgaria,24 March 2017,NA,0,0,0,0,tffnew2033
tt4054654,Brazil,6 April 2017,NA,0,0,0,0,tffnew2033
tt4054654,Spain,6 April 2017,DVD and Blu-ray premiere,0,0,0,1,tffnew2033
tt4054654,Spain,6 April 2017,VOD/Digital Platforms,0,1,0,0,tffnew2033
tt4054654,Czech Republic,9 May 2017,TV premiere,0,0,1,0,tffnew2033
tt4054654,Croatia,25 May 2017,NA,0,0,0,0,tffnew2033
tt4054654,Japan,17 June 2017,NA,0,0,0,0,tffnew2033
tt4054654,Italy,13 July 2017,NA,0,0,0,0,tffnew2033
tt4054654,Portugal,24 August 2017,NA,0,0,0,0,tffnew2033
tt4054654,Indonesia,15 September 2017,NA,0,0,0,0,tffnew2033
tt4054654,Finland,17 September 2018,NA,0,0,0,0,tffnew2033
tt4056808,UK,10 February 2015,TV premiere,0,0,1,0,idfnew1249
tt4056808,Sweden,11 May 2015,TV premiere,0,0,1,0,idfnew1249
tt4056808,Italy,2 October 2015,Internazionale a Ferrara,0,0,0,0,idfnew1249
tt4056808,Spain,14 February 2016,Madrid) (premiere,1,0,0,0,idfnew1249
tt4062208,France,11 November 2015,NA,0,0,0,0,f9235
tt4062208,Brazil,21 April 2016,NA,0,0,0,0,f9235
tt4062208,Tunisia,4 May 2016,NA,0,0,0,0,f9235
tt4062208,Norway,1 July 2016,NA,0,0,0,0,f9235
tt4062208,Sweden,1 July 2016,NA,0,0,0,0,f9235
tt4062208,Spain,24 March 2017,NA,0,0,0,0,f9235
tt4062536,USA,15 April 2016,limited,1,0,0,0,tffnew1651
tt4062536,Thailand,21 April 2016,NA,0,0,0,0,tffnew1651
tt4062536,France,27 April 2016,NA,0,0,0,0,tffnew1651
tt4062536,Kuwait,28 April 2016,NA,0,0,0,0,tffnew1651
tt4062536,Canada,29 April 2016,limited,1,0,0,0,tffnew1651
tt4062536,Lithuania,6 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,Latvia,6 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,Australia,12 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,Estonia,13 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,UK,13 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,Ireland,13 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,USA,13 May 2016,NA,0,0,0,0,tffnew1651
tt4062536,Germany,2 June 2016,NA,0,0,0,0,tffnew1651
tt4062536,Spain,7 June 2016,Barcelona) (subtitled version) (premiere,1,0,0,0,tffnew1651
tt4062536,Spain,10 June 2016,Barcelona) (subtitled version,1,0,0,0,tffnew1651
tt4062536,Spain,10 June 2016,Madrid) (subtitled version,1,0,0,0,tffnew1651
tt4062536,Spain,17 June 2016,limited) (subtitled version,1,0,0,0,tffnew1651
tt4062536,Mexico,12 July 2016,DVD premiere,0,0,0,1,tffnew1651
tt4062536,Spain,20 July 2016,DVD and Blu-ray premiere,0,0,0,1,tffnew1651
tt4062536,Philippines,20 July 2016,NA,0,0,0,0,tffnew1651
tt4062536,Portugal,27 October 2016,NA,0,0,0,0,tffnew1651
tt4062536,Spain,19 November 2016,Barcelona) (catalan subtitled version) (technical release,1,0,0,0,tffnew1651
tt4062536,Sweden,23 January 2017,DVD premiere,0,0,0,1,tffnew1651
tt4062536,Italy,11 February 2017,NA,0,0,0,0,tffnew1651
tt4062536,Japan,11 February 2017,NA,0,0,0,0,tffnew1651
tt4062536,Finland,27 February 2017,DVD premiere,0,0,0,1,tffnew1651
tt4062536,Norway,27 February 2017,DVD premiere,0,0,0,1,tffnew1651
tt4062536,Turkey,14 April 2017,NA,0,0,0,0,tffnew1651
tt4062536,Bulgaria,3 August 2019,TV premiere,0,0,1,0,tffnew1651
tt4071936,Germany,27 August 2015,NA,0,0,0,0,f17412
tt4072352,Peru,20 August 2015,NA,0,0,0,0,tffnew1715
tt4072352,Spain,30 January 2016,Madrid) (premiere,1,0,0,0,tffnew1715
tt4072352,Argentina,10 March 2016,NA,0,0,0,0,tffnew1715
tt4072352,Spain,27 May 2016,NA,0,0,0,0,tffnew1715
tt4072352,Chile,21 July 2016,limited,1,0,0,0,tffnew1715
tt4072352,Brazil,29 September 2016,NA,0,0,0,0,tffnew1715
tt4072352,Mexico,10 February 2017,NA,0,0,0,0,tffnew1715
tt4072352,Netherlands,23 March 2017,NA,0,0,0,0,tffnew1715
tt4073166,Germany,28 January 2016,NA,0,0,0,0,tffnew1761
tt4073166,Spain,29 January 2016,limited,1,0,0,0,tffnew1761
tt4073166,Greece,17 March 2016,NA,0,0,0,0,tffnew1761
tt4073166,Turkey,9 June 2017,NA,0,0,0,0,tffnew1761
tt4073166,France,16 June 2017,TV premiere,0,0,1,0,tffnew1761
tt4074296,USA,24 June 2016,NA,0,0,0,0,frnew708
tt4074652,Austria,10 February 2017,TV premiere,0,0,1,0,tffnew1921
tt4074652,Belgium,10 February 2017,TV premiere,0,0,1,0,tffnew1921
tt4074652,Switzerland,10 February 2017,French speaking region) (German speaking region) (Italian speaking region) (TV premiere,1,0,1,0,tffnew1921
tt4074652,Germany,10 February 2017,TV premiere,0,0,1,0,tffnew1921
tt4074652,France,10 February 2017,TV premiere,0,0,1,0,tffnew1921
tt4074700,UK,June 2015,NA,0,0,0,0,idfnew1132
tt4075804,Germany,22 October 2015,NA,0,0,0,0,f17515
tt4075804,UK,20 November 2015,NA,0,0,0,0,f17515
tt4075804,Italy,3 December 2015,NA,0,0,0,0,f17515
tt4076164,Singapore,25 February 2016,NA,0,0,0,0,tffnew1675
tt4076164,Taiwan,18 March 2016,NA,0,0,0,0,tffnew1675
tt4076164,France,24 August 2016,NA,0,0,0,0,tffnew1675
tt4076164,South Korea,31 May 2017,NA,0,0,0,0,tffnew1675
tt4076818,Netherlands,November 2014,NA,0,0,0,0,idfnew870
tt4076818,United Arab Emirates,December 2014,NA,0,0,0,0,idfnew870
tt4076818,Belgium,December 2014,NA,0,0,0,0,idfnew870
tt4076818,Jordan,December 2014,NA,0,0,0,0,idfnew870
tt4076818,Germany,January 2015,NA,0,0,0,0,idfnew870
tt4076818,Mexico,January 2015,NA,0,0,0,0,idfnew870
tt4076818,Switzerland,February 2015,NA,0,0,0,0,idfnew870
tt4076818,Norway,February 2015,NA,0,0,0,0,idfnew870
tt4076818,Japan,27 September 2016,Tokyo,1,0,0,0,idfnew870
tt4077150,USA,16 January 2014,"Los Angeles, California",0,0,0,0,idfnew930
tt4077742,Italy,12 March 2015,NA,0,0,0,0,f17430
tt4077742,USA,7 June 2015,Open Roads: New Italian Cinema,0,0,0,0,f17430
tt4077742,Poland,1 April 2016,Cinema Italia Oggi,0,0,0,0,f17430
tt4078814,USA,9 October 2015,NA,0,0,0,0,frnew816
tt4079566,Spain,13 February 2016,Madrid) (premiere,1,0,0,0,tffnew1548
tt4079566,France,31 May 2017,NA,0,0,0,0,tffnew1548
tt4080706,Netherlands,November 2014,NA,0,0,0,0,idfnew810
tt4080706,Denmark,2015,TV premiere,0,0,1,0,idfnew810
tt4080706,Norway,2015,TV premiere,0,0,1,0,idfnew810
tt4080706,Sweden,2015,TV premiere,0,0,1,0,idfnew810
tt4080706,Croatia,23 February 2015,ZagrebDox,0,0,0,0,idfnew810
tt4080706,Finland,5 October 2015,TV premiere,0,0,1,0,idfnew810
tt4080706,UK,10 October 2015,internet,0,1,0,0,idfnew810
tt4080706,USA,10 October 2015,internet,0,1,0,0,idfnew810
tt4080706,Belgium,6 December 2015,TV premiere,0,0,1,0,idfnew810
tt4080768,Belgium,19 August 2015,NA,0,0,0,0,tffnew1825
tt4080768,Switzerland,19 August 2015,French speaking region,0,0,0,0,tffnew1825
tt4080768,France,19 August 2015,NA,0,0,0,0,tffnew1825
tt4080768,Poland,14 April 2016,TV premiere,0,0,1,0,tffnew1825
tt4080768,Germany,5 May 2016,NA,0,0,0,0,tffnew1825
tt4080768,Switzerland,12 May 2016,German speaking region,1,0,0,0,tffnew1825
tt4080768,Austria,13 May 2016,NA,0,0,0,0,tffnew1825
tt4080768,Argentina,19 May 2016,NA,0,0,0,0,tffnew1825
tt4080768,USA,3 June 2016,"Ann Arbor, Michigan",1,0,0,0,tffnew1825
tt4080768,USA,3 June 2016,"Out Film CT, Hartford, Connecticut",0,0,0,0,tffnew1825
tt4080768,Spain,1 July 2016,limited,1,0,0,0,tffnew1825
tt4080768,Sweden,1 July 2016,NA,0,0,0,0,tffnew1825
tt4080768,Brazil,7 July 2016,NA,0,0,0,0,tffnew1825
tt4080768,Greece,7 July 2016,NA,0,0,0,0,tffnew1825
tt4080768,UK,15 July 2016,NA,0,0,0,0,tffnew1825
tt4080768,Ireland,15 July 2016,NA,0,0,0,0,tffnew1825
tt4080768,USA,15 July 2016,"New York City, New York",1,0,0,0,tffnew1825
tt4080768,USA,22 July 2016,"Claremont, California",0,0,0,0,tffnew1825
tt4080768,USA,22 July 2016,"Laemmle's Royal Theatre, West Los Angeles, California",0,0,0,0,tffnew1825
tt4080768,USA,22 July 2016,"Pasadena, California",0,0,0,0,tffnew1825
tt4080768,USA,12 August 2016,"Durham, North Carolina",1,0,0,0,tffnew1825
tt4080768,USA,26 August 2016,"Santa Fe, New Mexico",0,0,0,0,tffnew1825
tt4080768,USA,8 September 2016,"Austin, Texas",1,0,0,0,tffnew1825
tt4080768,USA,16 September 2016,"Portland, Oregon",0,0,0,0,tffnew1825
tt4080768,Uruguay,4 November 2016,NA,0,0,0,0,tffnew1825
tt4080768,USA,4 March 2017,"Middlebury College Library, Middlebury, Connecticut",0,0,0,0,tffnew1825
tt4080768,Chile,14 December 2017,NA,0,0,0,0,tffnew1825
tt4080956,Netherlands,24 May 2018,NA,0,0,0,0,f9355
tt4080956,Belgium,20 June 2018,NA,0,0,0,0,f9355
tt4080956,France,20 June 2018,NA,0,0,0,0,f9355
tt4080956,USA,23 June 2018,Cinepocalypse,0,0,0,0,f9355
tt4080956,Kuwait,19 July 2018,NA,0,0,0,0,f9355
tt4080956,Portugal,19 July 2018,NA,0,0,0,0,f9355
tt4080956,UK,20 July 2018,NA,0,0,0,0,f9355
tt4080956,Ireland,20 July 2018,NA,0,0,0,0,f9355
tt4080956,Hungary,9 August 2018,NA,0,0,0,0,f9355
tt4080956,Norway,10 August 2018,NA,0,0,0,0,f9355
tt4080956,USA,10 August 2018,NA,0,0,0,0,f9355
tt4080956,Turkey,31 August 2018,NA,0,0,0,0,f9355
tt4080956,Singapore,7 September 2018,NA,0,0,0,0,f9355
tt4080956,Sweden,14 September 2018,NA,0,0,0,0,f9355
tt4080956,Russia,20 September 2018,NA,0,0,0,0,f9355
tt4080956,Finland,5 October 2018,NA,0,0,0,0,f9355
tt4080956,Brazil,9 October 2018,DVD premiere,0,0,0,1,f9355
tt4080956,Germany,8 November 2018,limited,1,0,0,0,f9355
tt4080956,Greece,6 December 2018,NA,0,0,0,0,f9355
tt4080956,Japan,8 December 2018,NA,0,0,0,0,f9355
tt4080956,Italy,14 February 2019,blu-ray release,0,0,0,0,f9355
tt4080956,Germany,8 March 2019,DVD and Blu-ray premiere,0,0,0,1,f9355
tt4080956,Denmark,13 June 2019,Copenhagen,1,0,0,0,f9355
tt4082068,France,26 August 2015,NA,0,0,0,0,f9189
tt4082068,Netherlands,3 September 2015,NA,0,0,0,0,f9189
tt4082068,Iceland,18 September 2015,NA,0,0,0,0,f9189
tt4082068,Sweden,18 September 2015,NA,0,0,0,0,f9189
tt4082068,Estonia,16 October 2015,NA,0,0,0,0,f9189
tt4082068,Czech Republic,22 October 2015,NA,0,0,0,0,f9189
tt4082068,Italy,22 October 2015,NA,0,0,0,0,f9189
tt4082068,South Korea,22 October 2015,NA,0,0,0,0,f9189
tt4082068,Kuwait,22 October 2015,NA,0,0,0,0,f9189
tt4082068,Finland,23 October 2015,NA,0,0,0,0,f9189
tt4082068,Brazil,29 October 2015,NA,0,0,0,0,f9189
tt4082068,Hungary,29 October 2015,NA,0,0,0,0,f9189
tt4082068,Spain,6 November 2015,NA,0,0,0,0,f9189
tt4082068,Norway,6 November 2015,NA,0,0,0,0,f9189
tt4082068,Poland,13 November 2015,NA,0,0,0,0,f9189
tt4082068,Greece,19 November 2015,NA,0,0,0,0,f9189
tt4082068,Russia,3 December 2015,NA,0,0,0,0,f9189
tt4082068,Germany,10 December 2015,NA,0,0,0,0,f9189
tt4082068,Turkey,1 January 2016,NA,0,0,0,0,f9189
tt4082068,Hong Kong,7 January 2016,NA,0,0,0,0,f9189
tt4082068,Israel,14 January 2016,NA,0,0,0,0,f9189
tt4082068,Bulgaria,22 January 2016,NA,0,0,0,0,f9189
tt4082068,Japan,12 February 2016,NA,0,0,0,0,f9189
tt4082068,Denmark,24 March 2016,NA,0,0,0,0,f9189
tt4082068,UK,8 April 2016,NA,0,0,0,0,f9189
tt4082068,Ireland,8 April 2016,NA,0,0,0,0,f9189
tt4082068,Taiwan,15 April 2016,NA,0,0,0,0,f9189
tt4082068,USA,6 May 2016,"New York City, New York",1,0,0,0,f9189
tt4082068,Portugal,12 May 2016,NA,0,0,0,0,f9189
tt4082068,USA,13 May 2016,NA,0,0,0,0,f9189
tt4082068,Lithuania,16 September 2016,NA,0,0,0,0,f9189
tt4082068,Portugal,9 September 2019,TV premiere,0,0,1,0,f9189
tt4082466,Czech Republic,19 February 2015,NA,0,0,0,0,f17440
tt4082466,Sweden,23 May 2015,Stockholm,0,0,0,0,f17440
tt4082466,Czech Republic,27 July 2015,Summer Film School,0,0,0,0,f17440
tt4082466,Romania,31 July 2015,limited,1,0,0,0,f17440
tt4082466,Denmark,6 October 2015,MIX Copenhagen,0,0,0,0,f17440
tt4082466,Luxembourg,22 October 2015,Cineast,0,0,0,0,f17440
tt4082466,Poland,1 April 2017,Czeskie Dokumenty Prosze!,0,0,0,0,f17440
tt4082596,USA,16 October 2015,"New York City, New York",1,0,0,0,idfnew1266
tt4082596,USA,16 October 2015,internet,0,1,0,0,idfnew1266
tt4082596,UK,20 November 2015,NA,0,0,0,0,idfnew1266
tt4082596,Italy,7 April 2016,NA,0,0,0,0,idfnew1266
tt4082668,UK,7 October 2016,NA,0,0,0,0,idfnew1078
tt4085044,USA,30 May 2015,FilmOut San Diego,0,0,0,0,frnew709
tt4085084,Belgium,30 September 2015,NA,0,0,0,0,f9215
tt4085084,France,30 September 2015,NA,0,0,0,0,f9215
tt4085084,Estonia,9 October 2015,NA,0,0,0,0,f9215
tt4085084,Netherlands,19 November 2015,NA,0,0,0,0,f9215
tt4085084,USA,20 November 2015,San Francisco Film Society,0,0,0,0,f9215
tt4085084,Russia,14 January 2016,NA,0,0,0,0,f9215
tt4085084,Ukraine,4 February 2016,NA,0,0,0,0,f9215
tt4085084,Sweden,11 March 2016,NA,0,0,0,0,f9215
tt4085084,UK,25 March 2016,NA,0,0,0,0,f9215
tt4085084,Ireland,25 March 2016,NA,0,0,0,0,f9215
tt4085084,Poland,8 April 2016,NA,0,0,0,0,f9215
tt4085084,Canada,6 May 2016,limited,1,0,0,0,f9215
tt4085084,Japan,26 May 2016,TV premiere,0,0,1,0,f9215
tt4085084,Germany,28 July 2016,DVD and Blu-ray premiere,0,0,0,1,f9215
tt4085084,Finland,29 July 2016,NA,0,0,0,0,f9215
tt4085084,Denmark,4 August 2016,NA,0,0,0,0,f9215
tt4085084,USA,12 August 2016,limited,1,0,0,0,f9215
tt4085084,USA,19 August 2016,NA,0,0,0,0,f9215
tt4085084,South Korea,22 September 2016,NA,0,0,0,0,f9215
tt4085084,Italy,2 August 2017,DVD and Blu-ray premiere,0,0,0,1,f9215
tt4085084,Spain,29 January 2019,TV premiere,0,0,1,0,f9215
tt4085944,France,28 October 2015,NA,0,0,0,0,tffnew1707
tt4085944,Romania,11 December 2015,NA,0,0,0,0,tffnew1707
tt4085944,Portugal,17 December 2015,NA,0,0,0,0,tffnew1707
tt4085944,Turkey,18 December 2015,NA,0,0,0,0,tffnew1707
tt4085944,Hungary,21 January 2016,NA,0,0,0,0,tffnew1707
tt4085944,Bulgaria,12 February 2016,NA,0,0,0,0,tffnew1707
tt4085944,USA,11 March 2016,limited,1,0,0,0,tffnew1707
tt4085944,Germany,17 March 2016,NA,0,0,0,0,tffnew1707
tt4085944,Estonia,8 April 2016,NA,0,0,0,0,tffnew1707
tt4085944,Argentina,12 May 2016,NA,0,0,0,0,tffnew1707
tt4085944,Uruguay,19 May 2016,NA,0,0,0,0,tffnew1707
tt4085944,Greece,9 June 2016,NA,0,0,0,0,tffnew1707
tt4085944,Sweden,13 June 2016,DVD premiere,0,0,0,1,tffnew1707
tt4085944,Poland,24 June 2016,NA,0,0,0,0,tffnew1707
tt4085944,Finland,8 July 2016,NA,0,0,0,0,tffnew1707
tt4085944,Taiwan,15 July 2016,NA,0,0,0,0,tffnew1707
tt4085944,Spain,22 July 2016,NA,0,0,0,0,tffnew1707
tt4085944,Brazil,25 August 2016,NA,0,0,0,0,tffnew1707
tt4085944,Italy,1 September 2016,NA,0,0,0,0,tffnew1707
tt4085944,Mexico,16 September 2016,NA,0,0,0,0,tffnew1707
tt4085944,Ukraine,3 November 2016,NA,0,0,0,0,tffnew1707
tt4085944,Russia,10 November 2016,NA,0,0,0,0,tffnew1707
tt4085944,Hong Kong,18 November 2016,NA,0,0,0,0,tffnew1707
tt4085944,Israel,9 March 2017,NA,0,0,0,0,tffnew1707
tt4086024,Netherlands,1 August 2016,internet,0,1,0,0,frnew942
tt4086024,Bulgaria,28 September 2017,TV premiere,0,0,1,0,frnew942
tt4086362,Germany,2010,NA,0,0,0,0,frnew73
tt4088588,India,17 June 2016,NA,0,0,0,0,f17450
tt4088588,Pakistan,17 June 2016,NA,0,0,0,0,f17450
tt4088588,USA,17 June 2016,NA,0,0,0,0,f17450
tt4088588,Sweden,20 August 2016,internet,0,1,0,0,f17450
tt4088588,Poland,1 June 2017,Cinema in Sneakers,0,0,0,0,f17450
tt4092686,Mexico,2015,NA,0,0,0,0,NA
tt4092686,USA,27 May 2016,NA,0,0,0,0,NA
tt4092686,Portugal,18 April 2019,NA,0,0,0,0,NA
tt4093680,Ireland,8 July 2015,Galway Film Fleadh,0,0,0,0,f17578
tt4093680,Sweden,18 September 2015,NA,0,0,0,0,f17578
tt4093680,Germany,24 September 2015,NA,0,0,0,0,f17578
tt4093680,Norway,25 September 2015,NA,0,0,0,0,f17578
tt4093680,Denmark,15 October 2015,NA,0,0,0,0,f17578
tt4093680,Brazil,31 October 2015,Panorama Internacional Coisa de Cinema,0,0,0,0,f17578
tt4093680,Poland,6 November 2015,NA,0,0,0,0,f17578
tt4093680,UK,27 November 2015,NA,0,0,0,0,f17578
tt4093680,Finland,11 December 2015,NA,0,0,0,0,f17578
tt4093680,France,16 December 2015,NA,0,0,0,0,f17578
tt4093680,Netherlands,31 December 2015,TV premiere,0,0,1,0,f17578
tt4093680,Argentina,2 June 2016,NA,0,0,0,0,f17578
tt4093680,Portugal,9 June 2016,NA,0,0,0,0,f17578
tt4093680,Spain,17 June 2016,NA,0,0,0,0,f17578
tt4093680,Hungary,14 July 2016,NA,0,0,0,0,f17578
tt4093680,Netherlands,25 August 2016,NA,0,0,0,0,f17578
tt4093680,Japan,1 October 2016,NA,0,0,0,0,f17578
tt4095988,Ireland,29 June 2018,NA,0,0,0,0,idfnew1905
tt4095988,Germany,5 July 2018,NA,0,0,0,0,idfnew1905
tt4095988,Netherlands,12 July 2018,NA,0,0,0,0,idfnew1905
tt4097612,Chile,29 October 2015,NA,0,0,0,0,frnew727
tt4097612,Germany,29 October 2015,NA,0,0,0,0,frnew727
tt4097612,Poland,12 February 2016,NA,0,0,0,0,frnew727
tt4097612,France,10 June 2016,video premiere,0,0,0,0,frnew727
tt4098324,Netherlands,21 November 2014,TV premiere,0,0,1,0,idfnew883
tt4098324,Finland,22 November 2015,TV premiere,0,0,1,0,idfnew883
tt4103272,Czech Republic,6 November 2015,Mezipatra,1,0,0,0,frnew905
tt4103404,USA,3 April 2015,"New York City, New York",1,0,0,0,idfnew779
tt4103404,Germany,7 May 2015,NA,0,0,0,0,idfnew779
tt4103404,Sweden,17 August 2015,TV premiere,0,0,1,0,idfnew779
tt4103404,Spain,1 September 2015,A Coruña,1,0,0,0,idfnew779
tt4103404,Spain,3 September 2015,Barcelona,1,0,0,0,idfnew779
tt4103404,Spain,3 September 2015,Girona) (premiere,1,0,0,0,idfnew779
tt4103404,Spain,6 September 2015,limited,1,0,0,0,idfnew779
tt4103404,France,16 September 2015,NA,0,0,0,0,idfnew779
tt4103404,Italy,17 September 2015,NA,0,0,0,0,idfnew779
tt4103404,Finland,30 September 2015,TV premiere,0,0,1,0,idfnew779
tt4106306,France,6 April 2016,NA,0,0,0,0,tffnew1809
tt4106306,USA,15 April 2016,NA,0,0,0,0,tffnew1809
tt4106306,Germany,9 June 2016,NA,0,0,0,0,tffnew1809
tt4109632,USA,2017,NA,0,0,0,0,frnew1080
