imdb.id,release.country,release.date,release.venue,thr,digital,tv,dvd.br,unique.id
tt0019760,Soviet Union,8 January 1929,NA,0,0,0,0,idfnew1155
tt0019760,Soviet Union,8 January 1929,Kyiv premiere,1,0,0,0,idfnew1155
tt0019760,Soviet Union,9 April 1929,Moscow premiere,1,0,0,0,idfnew1155
tt0019760,USA,12 May 1929,NA,0,0,0,0,idfnew1155
tt0019760,Germany,July 1929,limited,1,0,0,0,idfnew1155
tt0019760,France,July 1929,Paris) (limited,1,0,0,0,idfnew1155
tt0019760,USA,16 September 1929,"New York City, New York",1,0,0,0,idfnew1155
tt0019760,Netherlands,25 September 1931,Rotterdam,1,0,0,0,idfnew1155
tt0019760,Czechoslovakia,January 1932,Prague,0,0,0,0,idfnew1155
tt0019760,Italy,23 November 1967,Rome,1,0,0,0,idfnew1155
tt0019760,USA,13 October 1969,"Museum Of Modern Art, New York",0,0,0,0,idfnew1155
tt0019760,Greece,19 April 2012,re-release,1,0,0,0,idfnew1155
tt0019760,Denmark,15 November 2012,NA,0,0,0,0,idfnew1155
tt0019760,Germany,9 July 2015,Arsenal Cinema,0,0,0,0,idfnew1155
tt0019760,UK,31 July 2015,British Film Institute,0,0,0,0,idfnew1155
tt0019760,France,28 October 2015,re-release,1,0,0,0,idfnew1155
tt0019760,Uruguay,19 December 2015,NA,0,0,0,0,idfnew1155
tt0019760,UK,18 April 2016,DVD and Blu-ray premiere,0,0,0,1,idfnew1155
tt0019760,Portugal,21 April 2016,re-release) (restored version,1,0,0,0,idfnew1155
tt0023037,Spain,December 1933,NA,0,0,0,0,idfnew1143
tt0023037,France,1937,NA,0,0,0,0,idfnew1143
tt0023037,West Germany,30 January 1963,TV premiere,1,0,1,0,idfnew1143
tt0023037,Finland,8 October 1971,NA,0,0,0,0,idfnew1143
tt0023037,Portugal,13 October 1972,NA,0,0,0,0,idfnew1143
tt0023037,USA,24 May 1973,"Museum Of Modern Art, New York",0,0,0,0,idfnew1143
tt0023037,Argentina,2 November 2000,Ciclo Todo Buñuel,0,0,0,0,idfnew1143
tt0023037,Portugal,12 May 2009,Cinemateca Portuguesa,0,0,0,0,idfnew1143
tt0023037,Portugal,12 July 2019,re-release,1,0,0,0,idfnew1143
tt0024844,France,24 April 1934,limited,1,0,0,0,9576fnosuv
tt0024844,France,14 September 1934,Paris,1,0,0,0,9576fnosuv
tt0024844,Netherlands,14 September 1934,NA,0,0,0,0,9576fnosuv
tt0024844,Belgium,1935,NA,0,0,0,0,9576fnosuv
tt0024844,Algeria,1935,NA,0,0,0,0,9576fnosuv
tt0024844,UK,14 December 1935,London,1,0,0,0,9576fnosuv
tt0024844,France,30 October 1940,re-release,1,0,0,0,9576fnosuv
tt0024844,USA,21 June 1947,NA,0,0,0,0,9576fnosuv
tt0024844,Uruguay,5 October 1950,Centro Gallego,0,0,0,0,9576fnosuv
tt0024844,Sweden,23 March 1957,NA,0,0,0,0,9576fnosuv
tt0024844,Finland,5 October 1962,NA,0,0,0,0,9576fnosuv
tt0024844,Denmark,1 September 1966,NA,0,0,0,0,9576fnosuv
tt0024844,West Germany,2 September 1968,TV premiere,0,0,1,0,9576fnosuv
tt0024844,West Germany,7 November 1971,NA,0,0,0,0,9576fnosuv
tt0024844,East Germany,12 October 1972,TV premiere,0,0,1,0,9576fnosuv
tt0024844,Portugal,23 February 1973,NA,0,0,0,0,9576fnosuv
tt0024844,Portugal,14 March 1974,Porto,0,0,0,0,9576fnosuv
tt0024844,Portugal,8 December 1974,Porto) (Cineclube do Porto,0,0,0,0,9576fnosuv
tt0024844,Finland,5 November 1982,re-release,1,0,0,0,9576fnosuv
tt0024844,Switzerland,6 July 1990,restored version) (French speaking region) (German speaking region,1,0,0,0,9576fnosuv
tt0024844,UK,20 July 1990,restored version,1,0,0,0,9576fnosuv
tt0024844,USA,19 October 1990,restored version,1,0,0,0,9576fnosuv
tt0024844,Portugal,18 February 1991,Cinemateca Portuguesa,0,0,0,0,9576fnosuv
tt0024844,Sweden,10 May 1991,restored version,1,0,0,0,9576fnosuv
tt0024844,Italy,19 July 1991,restored version,1,0,0,0,9576fnosuv
tt0024844,Finland,13 September 1991,restored version,1,0,0,0,9576fnosuv
tt0024844,Japan,15 November 1991,restored version,1,0,0,0,9576fnosuv
tt0024844,Portugal,23 July 1993,re-cut version,1,0,0,0,9576fnosuv
tt0024844,Brazil,1 June 2004,DVD premiere,0,0,0,1,9576fnosuv
tt0024844,UK,29 April 2005,re-release,1,0,0,0,9576fnosuv
tt0024844,Greece,20 October 2006,Panorama of European Cinema,0,0,0,0,9576fnosuv
tt0024844,Finland,2 March 2007,restored version) (re-release,1,0,0,0,9576fnosuv
tt0024844,Greece,1 July 2010,re-release,1,0,0,0,9576fnosuv
tt0024844,UK,20 January 2012,re-release,1,0,0,0,9576fnosuv
tt0024844,Greece,21 February 2016,Greek Film Archive,0,0,0,0,9576fnosuv
tt0024844,Italy,9 January 2018,Bologna,1,0,0,0,9576fnosuv
tt0024844,Italy,15 January 2018,re-release,1,0,0,0,9576fnosuv
tt0024844,Portugal,24 September 2018,4K restored version) (Cinemateca Portuguesa,1,0,0,0,9576fnosuv
tt0024844,Mexico,19 February 2020,NA,0,0,0,0,9576fnosuv
tt0025456,UK,25 April 1934,London) (premiere,1,0,0,0,idfnew530
tt0025456,Ireland,6 May 1934,Dublin,1,0,0,0,idfnew530
tt0025456,USA,18 October 1934,"New York City, New York",1,0,0,0,idfnew530
tt0025456,Sweden,19 November 1934,NA,0,0,0,0,idfnew530
tt0025456,France,21 December 1934,NA,0,0,0,0,idfnew530
tt0025456,Japan,1935,NA,0,0,0,0,idfnew530
tt0025456,Finland,3 February 1935,NA,0,0,0,0,idfnew530
tt0025456,Italy,20 February 1935,NA,0,0,0,0,idfnew530
tt0025456,Denmark,11 March 1935,NA,0,0,0,0,idfnew530
tt0025456,Portugal,25 March 1935,NA,0,0,0,0,idfnew530
tt0025456,Hungary,4 April 1935,NA,0,0,0,0,idfnew530
tt0025456,France,30 January 1951,re-release,1,0,0,0,idfnew530
tt0025456,Portugal,7 May 1975,Porto) (Cineclube do Porto,0,0,0,0,idfnew530
tt0025456,UK,11 March 2011,re-release,1,0,0,0,idfnew530
tt0028966,France,15 September 1937,NA,0,0,0,0,9351fnosuv
tt0028966,France,13 October 1937,Paris,1,0,0,0,9351fnosuv
tt0028966,Turkey,1938,NA,0,0,0,0,9351fnosuv
tt0028966,Finland,8 May 1938,NA,0,0,0,0,9351fnosuv
tt0028966,Denmark,13 February 1939,NA,0,0,0,0,9351fnosuv
tt0028966,Netherlands,7 April 1939,Amsterdam,1,0,0,0,9351fnosuv
tt0028966,Hungary,21 October 1939,NA,0,0,0,0,9351fnosuv
tt0028966,Portugal,23 November 1940,NA,0,0,0,0,9351fnosuv
tt0028966,West Germany,14 July 1977,TV premiere,0,0,1,0,9351fnosuv
tt0028966,USA,5 November 1981,"Museum Of Modern Art, New York",0,0,0,0,9351fnosuv
tt0029089,Soviet Union,1937,NA,0,0,0,0,idfnew1438
tt0029089,USA,16 October 1938,NA,0,0,0,0,idfnew1438
tt0032553,USA,23 October 1940,"Philadelphia, Pennsylvania",0,0,0,0,9459fnosuv
tt0032553,USA,25 October 1940,"Pittsburgh, Pennsylvania) (premiere",1,0,0,0,9459fnosuv
tt0032553,USA,31 October 1940,limited,1,0,0,0,9459fnosuv
tt0032553,Canada,7 November 1940,Ottawa) (premiere,1,0,0,0,9459fnosuv
tt0032553,Canada,8 November 1940,Montréal,1,0,0,0,9459fnosuv
tt0032553,UK,11 December 1940,London,1,0,0,0,9459fnosuv
tt0032553,Argentina,30 December 1940,"Paraná, Entre Ríos",0,0,0,0,9459fnosuv
tt0032553,Chile,January 1941,Santiago,0,0,0,0,9459fnosuv
tt0032553,Mexico,1 January 1941,NA,0,0,0,0,9459fnosuv
tt0032553,Uruguay,16 January 1941,NA,0,0,0,0,9459fnosuv
tt0032553,Australia,7 February 1941,NA,0,0,0,0,9459fnosuv
tt0032553,Indonesia,4 March 1941,Jakarta,1,0,0,0,9459fnosuv
tt0032553,USA,7 March 1941,NA,0,0,0,0,9459fnosuv
tt0032553,Brazil,12 August 1942,NA,0,0,0,0,9459fnosuv
tt0032553,France,4 April 1945,NA,0,0,0,0,9459fnosuv
tt0032553,Argentina,31 May 1945,NA,0,0,0,0,9459fnosuv
tt0032553,Belgium,22 June 1945,NA,0,0,0,0,9459fnosuv
tt0032553,Italy,25 June 1945,NA,0,0,0,0,9459fnosuv
tt0032553,Sweden,19 November 1945,NA,0,0,0,0,9459fnosuv
tt0032553,Portugal,17 December 1945,NA,0,0,0,0,9459fnosuv
tt0032553,Ireland,1 February 1946,NA,0,0,0,0,9459fnosuv
tt0032553,Hong Kong,27 March 1947,NA,0,0,0,0,9459fnosuv
tt0032553,Netherlands,1 August 1947,NA,0,0,0,0,9459fnosuv
tt0032553,Czechoslovakia,10 October 1947,NA,0,0,0,0,9459fnosuv
tt0032553,Denmark,1 December 1947,NA,0,0,0,0,9459fnosuv
tt0032553,Hungary,19 December 1947,NA,0,0,0,0,9459fnosuv
tt0032553,Norway,20 September 1948,NA,0,0,0,0,9459fnosuv
tt0032553,Turkey,March 1949,NA,0,0,0,0,9459fnosuv
tt0032553,Finland,26 May 1950,NA,0,0,0,0,9459fnosuv
tt0032553,West Germany,26 August 1958,NA,0,0,0,0,9459fnosuv
tt0032553,Japan,22 October 1960,NA,0,0,0,0,9459fnosuv
tt0032553,Italy,3 February 1961,re-release,1,0,0,0,9459fnosuv
tt0032553,USA,1972,re-release,1,0,0,0,9459fnosuv
tt0032553,West Germany,1 July 1972,re-release,1,0,0,0,9459fnosuv
tt0032553,Italy,23 December 1972,re-release,1,0,0,0,9459fnosuv
tt0032553,Belgium,30 March 1973,Gent) (re-release,1,0,0,0,9459fnosuv
tt0032553,Japan,13 October 1973,re-release,1,0,0,0,9459fnosuv
tt0032553,Finland,21 December 1973,re-release,1,0,0,0,9459fnosuv
tt0032553,Hungary,14 March 1974,re-release,1,0,0,0,9459fnosuv
tt0032553,Portugal,8 May 1974,re-release,1,0,0,0,9459fnosuv
tt0032553,Spain,30 April 1976,Madrid,1,0,0,0,9459fnosuv
tt0032553,Portugal,13 June 1976,Cineclube do Porto,0,0,0,0,9459fnosuv
tt0032553,Portugal,11 March 1981,Porto) (Cineclube do Norte,0,0,0,0,9459fnosuv
tt0032553,Germany,10 April 1997,re-release,1,0,0,0,9459fnosuv
tt0032553,Israel,26 September 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,Belgium,16 October 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,France,16 October 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,South Korea,1 November 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,Spain,22 November 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,Norway,22 November 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,Austria,20 December 2002,limited) (re-release,1,0,0,0,9459fnosuv
tt0032553,Italy,20 December 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,Sweden,25 December 2002,re-release,1,0,0,0,9459fnosuv
tt0032553,Czech Republic,16 January 2003,re-release,1,0,0,0,9459fnosuv
tt0032553,Canada,24 January 2003,Québec) (re-release,0,0,0,0,9459fnosuv
tt0032553,Greece,30 May 2003,NA,0,0,0,0,9459fnosuv
tt0032553,Finland,13 June 2003,re-release,1,0,0,0,9459fnosuv
tt0032553,UK,22 August 2003,re-release,1,0,0,0,9459fnosuv
tt0032553,Ireland,22 August 2003,re-release,1,0,0,0,9459fnosuv
tt0032553,Mexico,13 November 2003,Muestra Internacional de Cine,0,0,0,0,9459fnosuv
tt0032553,Portugal,26 August 2004,re-release,1,0,0,0,9459fnosuv
tt0032553,Germany,30 December 2004,re-release,1,0,0,0,9459fnosuv
tt0032553,Brazil,23 September 2005,São Paulo) (re-release,0,0,0,0,9459fnosuv
tt0032553,Poland,15 February 2008,re-release,1,0,0,0,9459fnosuv
tt0032553,Greece,22 October 2010,Panorama of European Cinema,0,0,0,0,9459fnosuv
tt0032553,Greece,24 May 2012,re-release,1,0,0,0,9459fnosuv
tt0032553,Israel,28 June 2012,re-release,1,0,0,0,9459fnosuv
tt0032553,Portugal,22 January 2015,re-release,1,0,0,0,9459fnosuv
tt0032553,France,10 July 2019,re-release) (restored version,1,0,0,0,9459fnosuv
tt0032553,Russia,21 November 2019,NA,0,0,0,0,9459fnosuv
tt0032553,Italy,22 August 2020,Il Cinema Ritrovato) (restored version,0,0,0,0,9459fnosuv
tt0037871,Switzerland,26 May 1945,German speaking region,1,0,0,0,9335fnosuv
tt0037871,USA,27 November 1945,"New York City, New York",1,0,0,0,9335fnosuv
tt0037871,Belgium,2 December 1945,Brussels,1,0,0,0,9335fnosuv
tt0037871,France,19 December 1945,NA,0,0,0,0,9335fnosuv
tt0037871,Switzerland,19 January 1946,French speaking region,0,0,0,0,9335fnosuv
tt0037871,Denmark,26 January 1946,NA,0,0,0,0,9335fnosuv
tt0037871,UK,1 February 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Germany,11 April 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Netherlands,3 May 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Portugal,4 October 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Sweden,30 October 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Mexico,13 December 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Hungary,19 December 1946,NA,0,0,0,0,9335fnosuv
tt0037871,Turkey,1947,NA,0,0,0,0,9335fnosuv
tt0037871,Austria,10 March 1947,NA,0,0,0,0,9335fnosuv
tt0037871,Italy,19 December 1947,NA,0,0,0,0,9335fnosuv
tt0037871,Finland,12 November 1948,NA,0,0,0,0,9335fnosuv
tt0038334,France,27 February 1946,NA,0,0,0,0,9560fnosuv
tt0038334,Netherlands,25 October 1946,Den Haag,1,0,0,0,9560fnosuv
tt0038334,Denmark,1 November 1946,NA,0,0,0,0,9560fnosuv
tt0038334,Portugal,1 July 1947,NA,0,0,0,0,9560fnosuv
tt0038334,Soviet Union,18 August 1947,NA,0,0,0,0,9560fnosuv
tt0038334,Hungary,23 October 1947,NA,0,0,0,0,9560fnosuv
tt0038334,Mexico,28 October 1947,NA,0,0,0,0,9560fnosuv
tt0038334,Sweden,10 November 1947,NA,0,0,0,0,9560fnosuv
tt0038334,Italy,29 April 1948,NA,0,0,0,0,9560fnosuv
tt0038334,USA,26 December 1949,"New York City, New York",1,0,0,0,9560fnosuv
tt0038334,Hong Kong,10 July 1952,NA,0,0,0,0,9560fnosuv
tt0038334,Japan,7 March 1955,NA,0,0,0,0,9560fnosuv
tt0038334,Hungary,5 May 1955,re-release,1,0,0,0,9560fnosuv
tt0038334,East Germany,20 January 1956,NA,0,0,0,0,9560fnosuv
tt0038334,West Germany,21 April 1973,TV premiere,0,0,1,0,9560fnosuv
tt0038334,Portugal,22 March 1976,Porto) (Cineclube do Porto,0,0,0,0,9560fnosuv
tt0038522,France,11 February 1947,NA,0,0,0,0,412
tt0038522,France,11 February 1947,NA,0,0,0,0,9366fnosuv
tt0038522,USA,23 February 1948,"New York City, New York",1,0,0,0,412
tt0038522,USA,23 February 1948,"New York City, New York",1,0,0,0,9366fnosuv
tt0038522,Sweden,30 August 1948,NA,0,0,0,0,412
tt0038522,Sweden,30 August 1948,NA,0,0,0,0,9366fnosuv
tt0038522,Denmark,2 April 1949,NA,0,0,0,0,412
tt0038522,Denmark,2 April 1949,NA,0,0,0,0,9366fnosuv
tt0038522,West Germany,5 October 1969,TV premiere,0,0,1,0,412
tt0038522,West Germany,5 October 1969,TV premiere,0,0,1,0,9366fnosuv
tt0038522,USA,31 May 1973,"Museum Of Modern Art, New York",0,0,0,0,412
tt0038522,USA,31 May 1973,"Museum Of Modern Art, New York",0,0,0,0,9366fnosuv
tt0038522,Portugal,16 November 1984,Cinemateca Portuguesa,0,0,0,0,412
tt0038522,Portugal,16 November 1984,Cinemateca Portuguesa,0,0,0,0,9366fnosuv
tt0041800,France,6 December 1949,NA,0,0,0,0,9356fnosuv
tt0041800,Sweden,11 April 1950,NA,0,0,0,0,9356fnosuv
tt0041800,Denmark,24 August 1951,NA,0,0,0,0,9356fnosuv
tt0041800,Mexico,21 September 1951,NA,0,0,0,0,9356fnosuv
tt0041800,Finland,5 June 1959,NA,0,0,0,0,9356fnosuv
tt0041800,France,13 July 2016,Redux version,0,0,0,0,9356fnosuv
tt0041931,USA,15 February 1950,NA,0,0,0,0,tffnew635
tt0041931,Canada,17 April 1950,Toronto,0,0,0,0,tffnew635
tt0041931,UK,15 May 1950,NA,0,0,0,0,tffnew635
tt0041931,Mexico,17 August 1950,NA,0,0,0,0,tffnew635
tt0041931,Denmark,25 September 1950,NA,0,0,0,0,tffnew635
tt0041931,Finland,6 October 1950,NA,0,0,0,0,tffnew635
tt0041931,Sweden,9 October 1950,NA,0,0,0,0,tffnew635
tt0041931,Australia,13 October 1950,NA,0,0,0,0,tffnew635
tt0041931,France,18 October 1950,NA,0,0,0,0,tffnew635
tt0041931,France,20 October 1950,Paris,1,0,0,0,tffnew635
tt0041931,Portugal,23 November 1950,NA,0,0,0,0,tffnew635
tt0041931,West Germany,9 February 1951,NA,0,0,0,0,tffnew635
tt0041931,Turkey,March 1951,NA,0,0,0,0,tffnew635
tt0041931,Italy,9 March 1951,Turin,1,0,0,0,tffnew635
tt0041931,Italy,10 March 1951,Milan,1,0,0,0,tffnew635
tt0041931,Italy,15 March 1951,Rome,1,0,0,0,tffnew635
tt0041931,Spain,12 April 1952,Barcelona,1,0,0,0,tffnew635
tt0041931,Spain,8 September 1952,Madrid,1,0,0,0,tffnew635
tt0041931,Japan,November 1953,NA,0,0,0,0,tffnew635
tt0041931,East Germany,21 May 1980,TV premiere,0,0,1,0,tffnew635
tt0041931,France,2 July 2014,re-release) (restored version,1,0,0,0,tffnew635
tt0041931,Portugal,4 April 2015,re-release,1,0,0,0,tffnew635
tt0041931,Spain,3 July 2015,Barcelona) (re-release,1,0,0,0,tffnew635
tt0041931,Spain,3 July 2015,Madrid) (re-release,1,0,0,0,tffnew635
tt0041931,Greece,17 September 2015,re-release,1,0,0,0,tffnew635
tt0042781,Argentina,2 March 1951,NA,0,0,0,0,9577fnosuv
tt0042781,USA,16 June 1951,"New York City, New York",1,0,0,0,9577fnosuv
tt0042781,Denmark,4 February 1952,NA,0,0,0,0,9577fnosuv
tt0042781,Sweden,4 February 1952,NA,0,0,0,0,9577fnosuv
tt0042781,Mexico,5 November 1952,NA,0,0,0,0,9577fnosuv
tt0042781,Spain,3 July 1953,Barcelona,1,0,0,0,9577fnosuv
tt0042781,Finland,6 November 1953,NA,0,0,0,0,9577fnosuv
tt0042781,Spain,10 January 1955,Madrid,1,0,0,0,9577fnosuv
tt0046022,France,16 September 1953,NA,0,0,0,0,9575fnosuv
tt0046022,Austria,October 1953,NA,0,0,0,0,9575fnosuv
tt0046022,Italy,12 November 1953,NA,0,0,0,0,9575fnosuv
tt0046022,UK,28 January 1954,NA,0,0,0,0,9575fnosuv
tt0046022,Portugal,10 February 1954,NA,0,0,0,0,9575fnosuv
tt0046022,Spain,28 February 1954,NA,0,0,0,0,9575fnosuv
tt0046022,West Germany,16 April 1954,NA,0,0,0,0,9575fnosuv
tt0046022,USA,19 July 1954,NA,0,0,0,0,9575fnosuv
tt0046022,Argentina,5 October 1954,NA,0,0,0,0,9575fnosuv
tt0046022,Japan,19 December 1954,NA,0,0,0,0,9575fnosuv
tt0046022,Netherlands,21 January 1955,NA,0,0,0,0,9575fnosuv
tt0046022,Sweden,21 February 1955,NA,0,0,0,0,9575fnosuv
tt0046022,Denmark,6 June 1955,NA,0,0,0,0,9575fnosuv
tt0046022,Finland,3 May 1957,NA,0,0,0,0,9575fnosuv
tt0046022,East Germany,6 April 1968,TV premiere,0,0,1,0,9575fnosuv
tt0046022,Portugal,24 June 1971,Porto) (Cineclube do Porto,0,0,0,0,9575fnosuv
tt0046022,USA,25 June 1999,Film at Lincoln Center,0,0,0,0,9575fnosuv
tt0046022,UK,25 September 2000,National Film Theatre,0,0,0,0,9575fnosuv
tt0046022,Argentina,23 January 2001,Ciclo grandes clásicos europeos,0,0,0,0,9575fnosuv
tt0046022,Greece,19 August 2010,re-release,1,0,0,0,9575fnosuv
tt0046022,UK,15 February 2013,re-release,1,0,0,0,9575fnosuv
tt0046022,Portugal,15 July 2018,re-release) (digitally restored version,1,1,0,0,9575fnosuv
tt0046268,France,22 April 1953,NA,0,0,0,0,9561fnosuv
tt0046268,Italy,22 April 1953,NA,0,0,0,0,9561fnosuv
tt0046268,West Germany,11 September 1953,NA,0,0,0,0,9561fnosuv
tt0046268,Sweden,28 September 1953,NA,0,0,0,0,9561fnosuv
tt0046268,Spain,30 October 1953,Barcelona,1,0,0,0,9561fnosuv
tt0046268,Netherlands,20 November 1953,NA,0,0,0,0,9561fnosuv
tt0046268,Portugal,26 January 1954,NA,0,0,0,0,9561fnosuv
tt0046268,Austria,February 1954,NA,0,0,0,0,9561fnosuv
tt0046268,UK,February 1954,London,1,0,0,0,9561fnosuv
tt0046268,Denmark,15 February 1954,NA,0,0,0,0,9561fnosuv
tt0046268,Czechoslovakia,10 June 1954,NA,0,0,0,0,9561fnosuv
tt0046268,Uruguay,28 June 1954,NA,0,0,0,0,9561fnosuv
tt0046268,Japan,25 July 1954,NA,0,0,0,0,9561fnosuv
tt0046268,Soviet Union,17 October 1954,Moscow premiere,1,0,0,0,9561fnosuv
tt0046268,Russia,1955,NA,0,0,0,0,9561fnosuv
tt0046268,South Africa,17 January 1955,Johannesburg,0,0,0,0,9561fnosuv
tt0046268,Soviet Union,28 January 1955,NA,0,0,0,0,9561fnosuv
tt0046268,USA,16 February 1955,NA,0,0,0,0,9561fnosuv
tt0046268,Argentina,9 March 1955,NA,0,0,0,0,9561fnosuv
tt0046268,South Africa,4 April 1955,Cape Town,1,0,0,0,9561fnosuv
tt0046268,South Africa,11 April 1955,Durban,1,0,0,0,9561fnosuv
tt0046268,Hungary,4 August 1955,NA,0,0,0,0,9561fnosuv
tt0046268,Finland,23 September 1955,NA,0,0,0,0,9561fnosuv
tt0046268,India,23 September 1955,NA,0,0,0,0,9561fnosuv
tt0046268,Turkey,December 1955,NA,0,0,0,0,9561fnosuv
tt0046268,Poland,7 July 1956,TV premiere,0,0,1,0,9561fnosuv
tt0046268,East Germany,27 September 1957,NA,0,0,0,0,9561fnosuv
tt0046268,Argentina,24 August 1960,re-release,1,0,0,0,9561fnosuv
tt0046268,Hungary,12 December 1963,re-release,1,0,0,0,9561fnosuv
tt0046268,Belgium,21 August 1964,Gent,1,0,0,0,9561fnosuv
tt0046268,Argentina,13 January 1972,re-release,1,0,0,0,9561fnosuv
tt0046268,Australia,23 October 1992,re-release,1,0,0,0,9561fnosuv
tt0046268,UK,23 October 2017,DVD premiere,0,0,0,1,9561fnosuv
tt0046268,France,8 November 2017,re-release) (digitally restored version,1,1,0,0,9561fnosuv
tt0046268,Brazil,19 October 2019,re-release,1,0,0,0,9561fnosuv
tt0046268,USA,12 January 2020,Film at Lincoln Center,0,0,0,0,9561fnosuv
tt0046478,Japan,26 March 1953,NA,0,0,0,0,9348fnosuv
tt0046478,USA,7 September 1954,NA,0,0,0,0,9348fnosuv
tt0046478,Argentina,3 April 1957,NA,0,0,0,0,9348fnosuv
tt0046478,Uruguay,29 December 1957,NA,0,0,0,0,9348fnosuv
tt0046478,France,18 March 1959,NA,0,0,0,0,9348fnosuv
tt0046478,Italy,11 September 1959,NA,0,0,0,0,9348fnosuv
tt0046478,West Germany,13 November 1959,NA,0,0,0,0,9348fnosuv
tt0046478,Finland,9 February 1962,NA,0,0,0,0,9348fnosuv
tt0046478,Sweden,2 October 1964,NA,0,0,0,0,9348fnosuv
tt0046478,Portugal,24 November 1967,NA,0,0,0,0,9348fnosuv
tt0046478,Portugal,24 May 1968,Porto,0,0,0,0,9348fnosuv
tt0046478,Portugal,15 March 1970,Cineclube do Porto,0,0,0,0,9348fnosuv
tt0046478,Denmark,25 June 1970,NA,0,0,0,0,9348fnosuv
tt0046478,Spain,23 January 1972,TV premiere,0,0,1,0,9348fnosuv
tt0046478,Mexico,24 February 1972,NA,0,0,0,0,9348fnosuv
tt0046478,Portugal,14 July 1995,re-release,1,0,0,0,9348fnosuv
tt0046478,Argentina,16 November 2000,Clasicos del Cine Japones,0,0,0,0,9348fnosuv
tt0046478,Argentina,15 August 2001,Ciclo Kenji Mizoguchi,0,0,0,0,9348fnosuv
tt0046478,Argentina,5 September 2002,De Kurosawa a Kitano: 50 años de Cine Japonés,0,0,0,0,9348fnosuv
tt0046478,Spain,December 2004,DVD premiere,0,0,0,1,9348fnosuv
tt0046478,Hong Kong,5 December 2004,NA,0,0,0,0,9348fnosuv
tt0046478,Philippines,2 September 2005,Manila Eiga Sai,0,0,0,0,9348fnosuv
tt0046478,France,26 July 2006,re-release,1,0,0,0,9348fnosuv
tt0046478,Greece,27 July 2006,re-release,1,0,0,0,9348fnosuv
tt0046478,France,8 January 2014,re-release,1,0,0,0,9348fnosuv
tt0046478,USA,16 May 2014,Harvard Film Archive,0,0,0,0,9348fnosuv
tt0046478,Portugal,15 April 2017,re-release) (restored version,1,0,0,0,9348fnosuv
tt0046478,Spain,10 January 2019,Madrid - Filmoteca Cine Doré) (subtitled version) (4K restored) (premiere,1,0,0,0,9348fnosuv
tt0046478,Spain,15 January 2019,Almería) (subtitled version) (4K restored) (event,0,0,0,0,9348fnosuv
tt0046478,Spain,16 January 2019,Córdoba) (subtitled version) (4K restored) (event,0,0,0,0,9348fnosuv
tt0046478,Spain,25 January 2019,A Coruña) (subtitled version) (4K restored) (premiere,1,0,0,0,9348fnosuv
tt0046478,Spain,25 January 2019,Barcelona) (subtitled version) (4K restored,1,0,0,0,9348fnosuv
tt0046478,Spain,25 January 2019,Madrid) (subtitled version) (4K restored,1,0,0,0,9348fnosuv
tt0046478,Spain,25 January 2019,limited) (subtitled version) (4K restored,1,0,0,0,9348fnosuv
tt0046478,Spain,29 January 2019,A Coruña) (subtitled version) (4K restored) (event release,1,0,0,0,9348fnosuv
tt0046478,France,31 July 2019,re-release) (restored version,1,0,0,0,9348fnosuv
tt0046478,Singapore,13 September 2019,restored version) (Asian Film Archive,1,0,0,0,9348fnosuv
tt0046912,USA,19 May 1954,"Philadelphia, Pennsylvania) (premiere",1,0,0,0,340
tt0046912,USA,28 May 1954,"New York City, New York",1,0,0,0,340
tt0046912,USA,29 May 1954,NA,0,0,0,0,340
tt0046912,Canada,2 July 1954,Toronto,0,0,0,0,340
tt0046912,UK,15 July 1954,London,1,0,0,0,340
tt0046912,Japan,5 October 1954,NA,0,0,0,0,340
tt0046912,Finland,12 November 1954,NA,0,0,0,0,340
tt0046912,Italy,19 November 1954,NA,0,0,0,0,340
tt0046912,West Germany,3 December 1954,NA,0,0,0,0,340
tt0046912,Spain,23 December 1954,Madrid,1,0,0,0,340
tt0046912,Austria,January 1955,NA,0,0,0,0,340
tt0046912,Sweden,24 January 1955,NA,0,0,0,0,340
tt0046912,South Africa,26 January 1955,Johannesburg,0,0,0,0,340
tt0046912,Ireland,28 January 1955,NA,0,0,0,0,340
tt0046912,France,2 February 1955,NA,0,0,0,0,340
tt0046912,South Africa,11 February 1955,Durban,1,0,0,0,340
tt0046912,South Africa,28 February 1955,Cape Town,1,0,0,0,340
tt0046912,Norway,10 March 1955,NA,0,0,0,0,340
tt0046912,Australia,20 April 1955,NA,0,0,0,0,340
tt0046912,Portugal,17 May 1955,NA,0,0,0,0,340
tt0046912,Denmark,18 July 1955,NA,0,0,0,0,340
tt0046912,Greece,27 July 1955,NA,0,0,0,0,340
