film_id,filmrank,premiere_festival,premiere_year,premiere_festival_filmrank,played_strategic,num_strategic,max_strategic_filmrank,avg_strategic_filmrank,played_top5_festival,played_top10_festival,num_top5_festivals,num_top10_festivals
tffnew1113,0.05694217789683718,fest.lib.id285,2014,0.39801347663094955,0,0,0,0,1,1,3,4
428,0.04456170602029878,fest.lib.id1736,2013,1.0,0,0,0,0,1,1,3,3
tffnew2000,0.009336977626214061,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,1
frnew108,0.028563715413081954,fest.lib.id1148,2011,0.021450340112936533,0,0,0,0,0,1,0,1
idfnew825,0.04172901950260501,fest.lib.id.na240,2014,0.06203455950095228,0,0,0,0,0,0,0,0
f17433,0.029492125294904532,fest.lib.id1888,2015,0.9014664491525963,0,0,0,0,1,1,2,2
tffnew176,0.009336977626214061,fest.lib.id1736,2011,1.0,0,0,0,0,1,1,1,1
f8253,0.06120056559408781,fest.lib.id1888,2017,0.9014664491525963,0,0,0,0,1,1,1,2
745,0.036175349682489144,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
frnew760,0.04242176020630449,fest.lib.id665,2015,0.318359506181511,0,0,0,0,0,1,0,1
idfnew1797,0.008532319332021776,fest.lib.id942,1999,0.049190127422426844,0,0,0,0,0,0,0,0
f17153,0.032439261572356375,fest.lib.id.na254,2014,0.04316572433830646,0,0,0,0,0,1,0,1
N1501476,0.011219045524521635,fest.lib.id364,2015,0.6039825158473134,0,0,0,0,1,1,1,1
f9293,0.03163850264145672,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,2
frnew416,0.010470746031531416,fest.lib.id665,2012,0.318359506181511,0,0,0,0,0,1,0,1
frnew1089,0.010470746031531416,fest.lib.id665,2017,0.318359506181511,0,0,0,0,0,1,0,1
tffnew2099,0.009534060237688663,fest.lib.id117,2016,0.039048634073661166,0,0,0,0,0,0,0,0
9052fnosuv,0.023698697275215442,fest.lib.id285,2011,0.39801347663094955,0,0,0,0,1,1,1,2
f16606,0.016319603212346136,fest.lib.id1888,2011,0.9014664491525963,0,0,0,0,1,1,1,1
idfnew594,0.009383812781205814,fest.lib.id5985,2013,0.00898466802132393,0,0,0,0,0,0,0,0
frnew471,0.02970144657132238,fest.lib.id1768,2014,0.07352724707497833,0,0,0,0,0,1,0,2
tffnew1983,0.01561700988778541,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,2,2
tffnew153,0.0362621920378876,fest.lib.id1808,2011,0.1145501607898263,0,0,0,0,1,1,1,1
tffnew1674,0.06940334483325081,fest.lib.id1808,2015,0.1145501607898263,0,0,0,0,1,1,2,4
tffnew1439,0.030334066263831835,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,1,3
84,0.03591104123050071,fest.lib.id285,2013,0.39801347663094955,0,0,0,0,1,1,2,2
idfnew1195,0.012358752091091399,fest.lib.id874,2015,0.5062687909078113,0,0,0,0,1,1,1,2
987,0.016989040225274744,fest.lib.id285,1967,0.39801347663094955,0,0,0,0,1,1,3,3
f17305,0.009940784625779017,fest.lib.id1888,2014,0.9014664491525963,0,0,0,0,1,1,1,1
f9314,0.009298203289242048,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,1
frnew1028,0.023782984752641404,fest.lib.id364,2016,0.6039825158473134,0,0,0,0,1,1,1,2
idfnew1855,0.037269944118533564,fest.lib.id1737,2017,0.027546812998660877,0,0,0,0,1,1,1,2
9206fnosuv,0.08003726968499525,fest.lib.id285,2014,0.39801347663094955,0,0,0,0,1,1,2,5
f8022,0.023410352800674796,fest.lib.id1888,2016,0.9014664491525963,0,0,0,0,1,1,1,1
596,0.03201944947449647,fest.lib.id1535,1975,0.08500246471603438,0,0,0,0,1,1,1,1
I1601661,0.014001001432597445,fest.lib.id1832,2015,0.10684151432045275,0,0,0,0,1,1,1,1
9128fnosuv,0.037590819680266625,fest.lib.id285,2012,0.39801347663094955,0,0,0,0,1,1,1,2
f16949,0.024996488818282026,fest.lib.id1888,2012,0.9014664491525963,0,0,0,0,1,1,1,1
1203,0.013136138175283734,fest.lib.id285,1949,0.39801347663094955,0,0,0,0,1,1,2,2
f17306,0.018164971826185174,fest.lib.id1888,2014,0.9014664491525963,0,0,0,0,1,1,2,2
tffnew726,0.012864737137982732,fest.lib.id1736,2012,1.0,0,0,0,0,1,1,1,1
idfnew1815,0.026187492925306966,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,1
tffnew2029,0.04666019860410928,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,2,2
idfnew556,0.028961216236409515,fest.lib.id1736,2012,1.0,0,0,0,0,1,1,1,1
798,0.009940784625779017,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew1316,0.02248575857106015,fest.lib.id752,2014,0.07935485557086505,0,0,0,0,0,0,0,0
tffnew2618,0.04381660647071744,fest.lib.id1736,2017,1.0,0,0,0,0,1,1,1,3
idfnew1365,0.011451932798523268,fest.lib.id1489,2017,0.11452150555649154,0,0,0,0,0,0,0,0
f16587,0.009940784625779017,fest.lib.id1888,2011,0.9014664491525963,0,0,0,0,1,1,1,1
1622,0.014225977270276628,fest.lib.id1050,2008,0.10887639162499597,0,0,0,0,1,1,1,1
f8232,0.06602237630323993,fest.lib.id1888,2017,0.9014664491525963,0,0,0,0,1,1,1,3
1342,0.01967809937165979,fest.lib.id1736,2013,1.0,0,0,0,0,1,1,1,1
frnew129,0.01885423938993481,fest.lib.id7990,2010,0.004113666963798025,0,0,0,0,0,0,0,0
idfnew12,0.00995575178972834,fest.lib.id874,2011,0.5062687909078113,0,0,0,0,1,1,1,1
idfnew370,0.03963491662319396,fest.lib.id874,2012,0.5062687909078113,0,0,0,0,1,1,1,1
frnew702,0.010303047043328357,fest.lib.id342,2015,0.030199973620409305,0,0,0,0,0,0,0,0
1197,0.018656916230695604,fest.lib.id3627,2013,0.002345526233549806,0,0,0,0,0,1,0,1
f9317,0.03191846713503604,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,1
f17400,0.012533385619228687,fest.lib.id1888,2015,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew1347,0.053609309949881896,fest.lib.id.na292,2014,0.07612469051374422,0,0,0,0,1,1,1,2
f9245,0.009298203289242048,fest.lib.id285,2015,0.39801347663094955,0,0,0,0,1,1,1,1
506,0.07085067965602321,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,2
tffnew1636,0.009336977626214061,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
f9255,0.03907046217257374,fest.lib.id285,2015,0.39801347663094955,0,0,0,0,1,1,2,2
f17274,0.009940784625779017,fest.lib.id1888,2014,0.9014664491525963,0,0,0,0,1,1,1,1
f17299,0.03193896978623915,fest.lib.id1888,2014,0.9014664491525963,0,0,0,0,1,1,1,1
f16974,0.03386357435806943,fest.lib.id1888,2012,0.9014664491525963,0,0,0,0,1,1,1,2
idfnew1334,0.038217261046008824,fest.lib.id874,2016,0.5062687909078113,0,0,0,0,1,1,1,1
idfnew993,0.018481590266009876,fest.lib.id1956,2014,0.016853238613655553,0,0,0,0,0,0,0,0
N1701422,0.011219045524521635,fest.lib.id364,2017,0.6039825158473134,0,0,0,0,1,1,1,1
f16440,0.013099134692435834,fest.lib.id1888,2011,0.9014664491525963,0,0,0,0,1,1,1,1
f9286,0.009298203289242048,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,1
tffnew1503,0.009336977626214061,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,1,1
f9062,0.02262697576732437,fest.lib.id285,2011,0.39801347663094955,0,0,0,0,1,1,1,1
idfnew685,0.016266333657096187,fest.lib.id7524,2013,0.008085491619333144,0,0,0,0,0,0,0,0
1710,0.015056980410563322,fest.lib.id1888,2012,0.9014664491525963,0,0,0,0,1,1,2,2
tffnew2703,0.029309738095997736,fest.lib.id1736,2017,1.0,0,0,0,0,1,1,1,1
f16816,0.033407437863093616,fest.lib.id1888,2012,0.9014664491525963,0,0,0,0,1,1,1,1
idfnew356,0.011876097642708349,fest.lib.id.na375,2012,0.19236865604671277,0,0,0,0,0,0,0,0
f17060,0.014938358681558121,imdbady01394,2014,0.0028715159610712476,0,0,0,0,1,1,1,1
f16438,0.021652568008515276,fest.lib.id1291,2010,0.014747440729239914,0,0,0,0,1,1,1,1
tffnew148,0.05722375925751242,fest.lib.id1736,2011,1.0,0,0,0,0,1,1,1,2
988,0.02817444215151307,fest.lib.id378,1999,0.003292067463187837,0,0,0,0,0,1,0,1
tffnew2608,0.06633099916212598,fest.lib.id1736,2017,1.0,0,0,0,0,1,1,1,2
f9308,0.07185539119396116,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,2,3
tffnew1236,0.020034624028604654,fest.lib.id.survey.na312,2014,0.03609695369611469,0,0,0,0,1,1,1,2
tffnew220,0.04030705686626582,fest.lib.id1736,2011,1.0,0,0,0,0,1,1,2,3
333,0.00995575178972834,fest.lib.id874,2013,0.5062687909078113,0,0,0,0,1,1,1,1
1195,0.07653300511955297,fest.lib.id285,2013,0.39801347663094955,0,0,0,0,1,1,2,3
f17361,0.027429390426770364,fest.lib.id974,2013,0.16229812321214043,0,0,0,0,0,0,0,0
9567fnosuv,0.0217414237719065,fest.lib.id285,1970,0.39801347663094955,0,0,0,0,1,1,2,3
f17569,0.026265835222720624,fest.lib.id1888,2015,0.9014664491525963,0,0,0,0,1,1,1,1
f17563,0.047015869597186566,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,2,3
f9125,0.10756083630451528,fest.lib.id285,2012,0.39801347663094955,0,0,0,0,1,1,1,1
267,0.00995575178972834,fest.lib.id874,2013,0.5062687909078113,0,0,0,0,1,1,1,1
tffnew358,0.0323817855859618,fest.lib.id1050,2012,0.10887639162499597,0,0,0,0,0,1,0,1
frnew513,0.0340966666631015,fest.lib.id974,2013,0.16229812321214043,0,0,0,0,0,1,0,1
1599,0.017886324002502303,id097,2001,0.020373317099565996,0,0,0,0,1,1,1,1
424,0.010470746031531416,fest.lib.id665,2013,0.318359506181511,0,0,0,0,0,1,0,1
I1203770,0.01100893068745289,fest.lib.id.survey.na615,2010,0.003524147350075408,0,0,0,0,0,0,0,0
tffnew28,0.062213548720933404,fest.lib.id285,2011,0.39801347663094955,0,0,0,0,1,1,2,3
9143fnosuv,0.025574479415762727,fest.lib.id285,2012,0.39801347663094955,0,0,0,0,1,1,1,2
f7897,0.022850642149633928,fest.lib.id1888,2016,0.9014664491525963,0,0,0,0,1,1,2,2
I1101122,0.03699958442186243,imdbady01272,2010,0.00138007174270412,0,0,0,0,0,0,0,0
f16520,0.017415393916437778,fest.lib.id1888,2011,0.9014664491525963,0,0,0,0,1,1,1,1
frnew38,0.020415650849460138,fest.lib.id731,2011,0.3424863555939673,0,0,0,0,0,1,0,1
1140,0.04568139504384635,fest.lib.id1736,2013,1.0,0,0,0,0,1,1,1,1
tffnew1264,0.021325152497810744,fest.lib.id.na90,2014,0.015772236282366865,0,0,0,0,1,1,1,1
f9147,0.12849205285960538,fest.lib.id285,2014,0.39801347663094955,0,0,0,0,1,1,1,3
N1600299,0.015011753960546973,fest.lib.id6558,2015,0.022927788110100236,0,0,0,0,1,1,1,1
tffnew1470,0.19909282217031563,fest.lib.id285,2014,0.39801347663094955,0,0,0,0,1,1,2,4
N1200612,0.011219045524521635,fest.lib.id364,2012,0.6039825158473134,0,0,0,0,1,1,1,1
tffnew2227,0.02334320309855659,fest.lib.id7554,2016,0.0616213380035944,0,0,0,0,0,0,0,0
f9376,0.012033911100956671,fest.lib.id1489,2017,0.11452150555649154,0,0,0,0,1,1,1,1
tffnew2252,0.01945579975035475,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,1
N1401643,0.030683627554203053,fest.lib.id364,2014,0.6039825158473134,0,0,0,0,1,1,1,1
tffnew1617,0.009336977626214061,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
I1204737,0.009610601098554416,fest.lib.id.na236,2011,0.016167791167439913,0,0,0,0,0,0,0,0
tffnew322,0.017392696972147605,fest.lib.id1895,2011,0.10094273609320706,0,0,0,0,0,1,0,1
tffnew1208,0.05059660774751009,fest.lib.id1808,2014,0.1145501607898263,0,0,0,0,1,1,1,3
idfnew450,0.017198332944365315,fest.lib.id1722,2003,0.10246538636036051,0,0,0,0,0,0,0,0
1570,0.015175809094020071,fest.lib.id364,2013,0.6039825158473134,0,0,0,0,1,1,1,1
f16956,0.015261499035526347,fest.lib.id.na90,2011,0.015772236282366865,0,0,0,0,1,1,1,1
idfnew1018,0.03471109740504378,fest.lib.id1768,2015,0.07352724707497833,0,0,0,0,1,1,1,2
tffnew2520,0.018086687461522484,fest.lib.id285,2017,0.39801347663094955,0,0,0,0,1,1,2,2
f8002,0.0321492073923993,fest.lib.id1888,2016,0.9014664491525963,0,0,0,0,1,1,1,4
284,0.01191129273677928,fest.lib.id1736,2013,1.0,0,0,0,0,1,1,1,1
idfnew1871,0.010069497199440837,fest.lib.id.na120,2018,0.04508871310438658,0,0,0,0,0,0,0,0
idfnew1180,0.00995575178972834,fest.lib.id874,2015,0.5062687909078113,0,0,0,0,1,1,1,1
tffnew2489,0.03691271846776193,fest.lib.id1736,2017,1.0,0,0,0,0,1,1,1,2
idfnew176,0.00903681935110335,fest.lib.id1268,2013,0.012700883197996036,0,0,0,0,0,0,0,0
f9364,0.009298203289242048,fest.lib.id285,2017,0.39801347663094955,0,0,0,0,1,1,1,1
tffnew2486,0.041350717956378645,fest.lib.id1735,2017,0.06336170154920864,0,0,0,0,1,1,1,2
tffnew1915,0.03490871126148779,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,3
tffnew1485,0.019212714832763274,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,1,1
f7967,0.009068749212259723,fest.lib.id510,2016,0.032092881033137406,0,0,0,0,0,0,0,0
tffnew1779,0.034926301387295196,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,2,2
I1102977,0.023771063059910915,fest.lib.id1890,2010,0.017783632446809833,0,0,0,0,0,1,0,1
f8251,0.026662897120271083,fest.lib.id1888,2017,0.9014664491525963,0,0,0,0,1,1,1,1
frnew508,0.016772236992178904,fest.lib.id238,2014,0.010711358167718224,0,0,0,0,0,0,0,0
f16937,0.015240394346638424,fest.lib.id731,2012,0.3424863555939673,0,0,0,0,1,1,1,2
frnew298,0.012694687548483666,fest.lib.id2067,2011,0.019364055953343097,0,0,0,0,0,0,0,0
f7815,0.05015257478231608,fest.lib.id33,2015,0.048734666620580576,0,0,0,0,1,1,1,2
12,0.02258682408962472,fest.lib.id285,2013,0.39801347663094955,0,0,0,0,1,1,2,2
f17331,0.014925267437779796,fest.lib.id1888,2014,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew1273,0.03343484777004285,fest.lib.id1658,2014,0.15002034797660702,0,0,0,0,1,1,1,1
tffnew1845,0.024715846552814492,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,2
tffnew2538,0.06368395109139836,fest.lib.id1808,2017,0.1145501607898263,0,0,0,0,1,1,1,2
idfnew784,0.00995575178972834,fest.lib.id874,2014,0.5062687909078113,0,0,0,0,1,1,1,1
tffnew2334,0.014031834485464603,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,1
1397,0.03702304078005416,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
f17582,0.03463787756376816,fest.lib.id1888,2015,0.9014664491525963,0,0,0,0,1,1,1,2
tffnew454,0.037866112292914596,fest.lib.id1736,2012,1.0,0,0,0,0,1,1,1,2
idfnew670,0.00910978148549232,fest.lib.id1050,2013,0.10887639162499597,0,0,0,0,0,0,0,0
N1501099,0.011219045524521635,fest.lib.id364,2015,0.6039825158473134,0,0,0,0,1,1,1,1
f16670,0.015173722809906486,fest.lib.id469,2010,0.019241998458219826,0,0,0,0,1,1,1,1
864,0.030562429706648627,fest.lib.id1585,2012,0.006285429813321766,0,0,0,0,1,1,1,1
f7939,0.10471648740496979,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,2,2
tffnew1586,0.03703274353559113,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
tffnew2574,0.017496882357101992,fest.lib.id1736,2017,1.0,0,0,0,0,1,1,1,1
f17152,0.02711486998263741,fest.lib.id1735,2013,0.06336170154920864,0,0,0,0,0,0,0,0
frnew910,0.0249512133513428,id401,2016,0.07211320128732311,0,0,0,0,0,1,0,2
idfnew963,0.012897596030812825,fest.lib.id1067,2014,0.00976298842262912,0,0,0,0,1,1,1,1
714,0.00995575178972834,fest.lib.id874,2013,0.5062687909078113,0,0,0,0,1,1,1,1
f8152,0.009940784625779017,fest.lib.id1888,2017,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew1622,0.017391946181223288,fest.lib.id1565,2015,0.03422279893718779,0,0,0,0,1,1,1,1
f9026,0.045796425954567135,fest.lib.id285,2011,0.39801347663094955,0,0,0,0,1,1,1,2
N1200446,0.055203050868818646,fest.lib.id1848,2011,0.004787357399912215,0,0,0,0,1,1,1,1
f17625,0.0796484475475543,fest.lib.id1658,2015,0.15002034797660702,0,0,0,0,1,1,1,4
tffnew1368,0.03693618303907817,fest.lib.id1808,2014,0.1145501607898263,0,0,0,0,1,1,1,2
f9048,0.014320327006946151,fest.lib.id285,2011,0.39801347663094955,0,0,0,0,1,1,1,1
I1505162,0.01631957387393875,fest.lib.id364,2015,0.6039825158473134,0,0,0,0,1,1,1,1
f8272,0.07855474199160214,fest.lib.id1808,2016,0.1145501607898263,0,0,0,0,1,1,1,3
tffnew1594,0.017995563885555083,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
555,0.022786520710768945,fest.lib.id1736,2013,1.0,0,0,0,0,1,1,1,2
tffnew1997,0.014150983250012284,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,1
f7830,0.06124254397993144,fest.lib.id1888,2016,0.9014664491525963,0,0,0,0,1,1,2,2
N1600798,0.017691787009663423,fest.lib.id1050,2015,0.10887639162499597,0,0,0,0,1,1,1,1
f17252,0.027979806375353525,fest.lib.id1648,2013,0.20248827622358084,0,0,0,0,1,1,1,3
tffnew1849,0.024407820828469273,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
tffnew253,0.024864809718313403,fest.lib.id1808,2011,0.1145501607898263,0,0,0,0,1,1,1,1
1434,0.009940784625779017,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
N1700437,0.02294881770126486,fest.lib.id.na155,2016,0.010008517343272806,0,0,0,0,1,1,1,1
609,0.01281853657680793,fest.lib.id1748,2012,0.014952276399207232,0,0,0,0,1,1,1,1
9428fnosuv,0.02527361012067877,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,1
N1700946,0.011219045524521635,fest.lib.id364,2017,0.6039825158473134,0,0,0,0,1,1,1,1
idfnew192,0.014573661125039404,fest.lib.id.na227,1999,0.0068407960933985915,0,0,0,0,0,0,0,0
f9182,0.014968917965527526,fest.lib.id285,2014,0.39801347663094955,0,0,0,0,1,1,1,1
N1500624,0.039862372228043105,fest.lib.id1039,2014,0.03720433983335527,0,0,0,0,1,1,1,1
idfnew1910,0.04975517561484654,fest.lib.id1887,2014,0.11341129673140814,0,0,0,0,0,1,0,1
tffnew203,0.04125805636653348,fest.lib.id1736,1999,1.0,0,0,0,0,1,1,1,2
idfnew178,0.013124960156235713,fest.lib.id874,2011,0.5062687909078113,0,0,0,0,1,1,1,1
f8182,0.0391779443382886,fest.lib.id1888,2017,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew2637,0.06516614535350013,fest.lib.id1808,2017,0.1145501607898263,0,0,0,0,1,1,1,1
9353fnosuv,0.011681675807304791,fest.lib.id.na41,2009,0.11516145534226155,0,0,0,0,1,1,1,1
tffnew1774,0.03585433532561645,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,2
idfnew705,0.028434035734226103,fest.lib.id.na207,2014,0.017811275232205062,0,0,0,0,1,1,1,2
I1100683,0.020841438418887488,fest.lib.id744,2010,0.03530890126958436,0,0,0,0,0,0,0,0
313,0.009940784625779017,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
frnew633,0.008789446454753946,fest.lib.id6977,2013,0.00776110125680931,0,0,0,0,0,0,0,0
frnew166,0.012823787654634294,fest.lib.id7554,2011,0.0616213380035944,0,0,0,0,0,1,0,1
171,0.03285053591911109,fest.lib.id1736,2013,1.0,0,0,0,0,1,1,1,1
tffnew1109,0.029283868531446766,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,1,1
tffnew2432,0.057515825397817896,fest.lib.id1697,2017,0.05210166239461778,0,0,0,0,1,1,1,2
idfnew1281,0.029710398784755676,fest.lib.id874,2014,0.5062687909078113,0,0,0,0,1,1,1,1
idfnew1770,0.01846966393982784,id401,2017,0.07211320128732311,0,0,0,0,1,1,1,1
1562,0.015385359730425638,id097,2012,0.020373317099565996,0,0,0,0,1,1,1,1
tffnew2126,0.03504620748548378,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,3
N1200026,0.028370952981024433,fest.lib.id1827,2011,0.013212879199878848,0,0,0,0,1,1,1,1
f17409,0.10796126797028863,fest.lib.id1888,2015,0.9014664491525963,0,0,0,0,1,1,2,4
N1501112,0.015103685640539887,fest.lib.id364,2015,0.6039825158473134,0,0,0,0,1,1,1,1
I1401264,0.011219045524521635,fest.lib.id364,2013,0.6039825158473134,0,0,0,0,1,1,1,1
f16958,0.009940784625779017,fest.lib.id1888,2012,0.9014664491525963,0,0,0,0,1,1,1,1
f16903,0.0444583129712184,fest.lib.id1736,2011,1.0,0,0,0,0,1,1,2,3
f9300,0.011681675807304791,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,1,1
1268,0.014488168152807275,fest.lib.id909,2013,0.13015898047987368,0,0,0,0,1,1,1,1
I1406270,0.021835777986105174,fest.lib.id251,2013,0.030214209572879583,0,0,0,0,1,1,1,1
tffnew2031,0.019730858833479956,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,2
f17488,0.009940784625779017,fest.lib.id1888,2015,0.9014664491525963,0,0,0,0,1,1,1,1
1491,0.0138883809602319,fest.lib.id364,2013,0.6039825158473134,0,0,0,0,1,1,1,1
f17640,0.008516537632347446,fest.lib.id7709,2015,0.03840153619126433,0,0,0,0,0,0,0,0
N1101125,0.015132144729651336,fest.lib.id364,2011,0.6039825158473134,0,0,0,0,1,1,1,1
idfnew959,0.01079195887223651,imdbady01546,2014,0.006064192328871407,0,0,0,0,0,0,0,0
idfnew305,0.03877803938040412,fest.lib.id.na240,2011,0.06203455950095228,0,0,0,0,0,0,0,0
tffnew1768,0.009336977626214061,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
9564fnosuv,0.0149449191230713,fest.lib.id285,1967,0.39801347663094955,0,0,0,0,1,1,1,1
tffnew2348,0.0891895858839053,fest.lib.id285,2017,0.39801347663094955,0,0,0,0,1,1,2,4
tffnew1714,0.049534568055267354,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,2
f7754,0.017532638423453845,fest.lib.id1888,2016,0.9014664491525963,0,0,0,0,1,1,1,1
873,0.020492322466698912,fest.lib.id1736,2012,1.0,0,0,0,0,1,1,2,2
9576fnosuv,0.03892882756505142,imdbady00183,1949,0.0013177414278521093,0,0,0,0,1,1,1,1
N1701418,0.011219045524521635,fest.lib.id364,2017,0.6039825158473134,0,0,0,0,1,1,1,1
tffnew1498,0.05359032608657956,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,1,1
tffnew1746,0.0890372107394907,fest.lib.id1808,2015,0.1145501607898263,0,0,0,0,1,1,1,3
tffnew1954,0.08214109117796126,fest.lib.id1736,2016,1.0,0,0,0,0,1,1,1,3
729,0.009940784625779017,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
f17260,0.023052195014079194,fest.lib.id1658,2014,0.15002034797660702,0,0,0,0,1,1,1,1
tffnew2308,0.02208551217454361,id627,2016,0.06218359890861916,0,0,0,0,0,0,0,0
989,0.022006916637910903,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew263,0.03680829653123119,fest.lib.id1736,2011,1.0,0,0,0,0,1,1,1,1
f17288,0.009940784625779017,fest.lib.id1888,2014,0.9014664491525963,0,0,0,0,1,1,1,1
tffnew146,0.013218827055303153,fest.lib.id1736,2011,1.0,0,0,0,0,1,1,1,1
f16435,0.013453996462191958,fest.lib.id1888,2011,0.9014664491525963,0,0,0,0,1,1,1,1
1305,0.06764586216536626,fest.lib.id1658,2013,0.15002034797660702,0,0,0,0,1,1,1,1
f7964,0.0730956981208378,fest.lib.id1888,2016,0.9014664491525963,0,0,0,0,1,1,1,1
f8122,0.04650983783790965,fest.lib.id1888,2017,0.9014664491525963,0,0,0,0,1,1,1,2
idfnew907,0.02284951246460596,fest.lib.id.survey.na526,2013,0.15796024924762553,0,0,0,0,0,0,0,0
idfnew1126,0.03350193873962367,fest.lib.id1704,2015,0.0826856495616202,0,0,0,0,1,1,1,1
idfnew929,0.02418842542883483,fest.lib.id665,2014,0.318359506181511,0,0,0,0,0,1,0,1
I1404843,0.021687507138054486,fest.lib.id364,2014,0.6039825158473134,0,0,0,0,1,1,1,1
idfnew895,0.008809858467147066,fest.lib.id731,1986,0.3424863555939673,0,0,0,0,0,1,0,1
tffnew1644,0.030271497952910814,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
idfnew446,0.00995575178972834,fest.lib.id874,2012,0.5062687909078113,0,0,0,0,1,1,1,1
idfnew1381,0.008721578657805106,fest.lib.id909,2016,0.13015898047987368,0,0,0,0,0,0,0,0
idfnew1929,0.06720556569043398,fest.lib.id1658,2017,0.15002034797660702,0,0,0,0,1,1,1,2
f9157,0.11471810872424916,fest.lib.id285,2014,0.39801347663094955,0,0,0,0,1,1,1,2
idfnew589,0.011980707926819888,fest.lib.id1658,2012,0.15002034797660702,0,0,0,0,0,0,0,0
1154,0.01910989585469171,fest.lib.id6352,2013,0.00850150382254969,0,0,0,0,1,1,1,1
frnew455,0.00998231136511618,fest.lib.id.na191,2013,0.04577591160462887,0,0,0,0,0,0,0,0
f9282,0.09233348466348651,fest.lib.id285,2016,0.39801347663094955,0,0,0,0,1,1,2,4
tffnew1546,0.026298620301892145,fest.lib.id.survey.na434,2015,0.0019153741755533068,0,0,0,0,1,1,1,1
1066,0.03645102262764633,fest.lib.id1888,2013,0.9014664491525963,0,0,0,0,1,1,1,2
frnew846,0.010470746031531416,fest.lib.id665,2015,0.318359506181511,0,0,0,0,0,1,0,1
tffnew1310,0.032356599057872304,fest.lib.id1736,2014,1.0,0,0,0,0,1,1,1,1
frnew445,0.017563690835707513,fest.lib.id.na120,2013,0.04508871310438658,0,0,0,0,0,1,0,1
tffnew1605,0.009336977626214061,fest.lib.id1736,2015,1.0,0,0,0,0,1,1,1,1
f9123,0.01899772919844146,fest.lib.id285,2012,0.39801347663094955,0,0,0,0,1,1,1,1
1382,0.025390777655362445,fest.lib.id.na281,2012,0.0016169981610769156,0,0,0,0,1,1,1,1
frnew797,0.01669918482763219,fest.lib.id665,2015,0.318359506181511,0,0,0,0,0,1,0,1
f16710,0.019761962352287835,fest.lib.id7160,2010,0.08755778354559723,0,0,0,0,1,1,1,2
idfnew1167,0.07224960754932432,fest.lib.id958,2015,0.12075010945459504,0,0,0,0,1,1,1,3
tffnew2590,0.02105879528703308,fest.lib.id1736,2017,1.0,0,0,0,0,1,1,1,1
f9330,0.04785233898483599,fest.lib.id285,2017,0.39801347663094955,0,0,0,0,1,1,1,3
